Date,Trading Method.,Purchase ID,Asset Alloc.,Asset,Amount($),Asset price,#,Timeframe
01/01/2020,Oneoff,7630.CB,7630,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7630.SB,7630,sbonds,45000.0,253.28,177,1
01/01/2020,Oneoff,7630.GO,7630,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7630.CA,7630,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7631.ST,7631,stocks,20000.0,194.59,102,1
01/01/2020,Oneoff,7631.CB,7631,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7631.SB,7631,sbonds,50000.0,253.28,197,1
01/01/2020,Oneoff,7631.GO,7631,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7631.CA,7631,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7632.ST,7632,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7632.CB,7632,cbonds,45000.0,77.58,580,1
01/01/2020,Oneoff,7632.SB,7632,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7632.GO,7632,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7632.CA,7632,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7633.ST,7633,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7633.CB,7633,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,7633.SB,7633,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7633.GO,7633,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7633.CA,7633,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7634.ST,7634,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7634.CB,7634,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,7634.SB,7634,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7634.GO,7634,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7634.CA,7634,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7635.ST,7635,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7635.CB,7635,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,7635.SB,7635,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7635.GO,7635,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7635.CA,7635,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7636.ST,7636,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7636.CB,7636,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,7636.SB,7636,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7636.GO,7636,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7636.CA,7636,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7637.ST,7637,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7637.CB,7637,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7637.SB,7637,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,7637.GO,7637,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7637.CA,7637,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7638.ST,7638,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7638.CB,7638,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7638.SB,7638,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,7638.GO,7638,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7638.CA,7638,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7639.ST,7639,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7639.CB,7639,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7639.SB,7639,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,7639.GO,7639,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7639.CA,7639,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7640.ST,7640,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7640.CB,7640,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7640.SB,7640,sbonds,40000.0,253.28,157,1
01/01/2020,Oneoff,7640.GO,7640,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7640.CA,7640,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7641.ST,7641,stocks,25000.0,194.59,128,1
01/01/2020,Oneoff,7641.CB,7641,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7641.SB,7641,sbonds,45000.0,253.28,177,1
01/01/2020,Oneoff,7641.GO,7641,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7641.CA,7641,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7642.ST,7642,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7642.CB,7642,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,7642.SB,7642,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7642.GO,7642,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7642.CA,7642,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7643.ST,7643,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7643.CB,7643,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,7643.SB,7643,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7643.GO,7643,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7643.CA,7643,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7644.ST,7644,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7644.CB,7644,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,7644.SB,7644,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7644.GO,7644,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7644.CA,7644,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7645.ST,7645,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7645.CB,7645,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,7645.SB,7645,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7645.GO,7645,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7645.CA,7645,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7646.ST,7646,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7646.CB,7646,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7646.SB,7646,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7646.GO,7646,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7646.CA,7646,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7647.ST,7647,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7647.CB,7647,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7647.SB,7647,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,7647.GO,7647,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7647.CA,7647,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7648.ST,7648,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7648.CB,7648,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7648.SB,7648,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,7648.GO,7648,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7648.CA,7648,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7649.ST,7649,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7649.CB,7649,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7649.SB,7649,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,7649.GO,7649,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7649.CA,7649,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7650.ST,7650,stocks,30000.0,194.59,154,1
01/01/2020,Oneoff,7650.CB,7650,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7650.SB,7650,sbonds,40000.0,253.28,157,1
01/01/2020,Oneoff,7650.GO,7650,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7650.CA,7650,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7651.ST,7651,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7651.CB,7651,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,7651.SB,7651,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7651.GO,7651,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7651.CA,7651,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7652.ST,7652,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7652.CB,7652,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,7652.SB,7652,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7652.GO,7652,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7652.CA,7652,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7653.ST,7653,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7653.CB,7653,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,7653.SB,7653,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7653.GO,7653,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7653.CA,7653,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7654.ST,7654,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7654.CB,7654,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7654.SB,7654,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7654.GO,7654,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7654.CA,7654,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7655.ST,7655,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7655.CB,7655,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7655.SB,7655,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7655.GO,7655,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7655.CA,7655,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7656.ST,7656,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7656.CB,7656,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7656.SB,7656,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,7656.GO,7656,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7656.CA,7656,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7657.ST,7657,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7657.CB,7657,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7657.SB,7657,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,7657.GO,7657,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7657.CA,7657,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7658.ST,7658,stocks,35000.0,194.59,179,1
01/01/2020,Oneoff,7658.CB,7658,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7658.SB,7658,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,7658.GO,7658,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7658.CA,7658,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7659.ST,7659,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7659.CB,7659,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,7659.SB,7659,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7659.GO,7659,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7659.CA,7659,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7660.ST,7660,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7660.CB,7660,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,7660.SB,7660,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7660.GO,7660,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7660.CA,7660,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7661.ST,7661,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7661.CB,7661,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7661.SB,7661,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7661.GO,7661,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7661.CA,7661,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7662.ST,7662,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7662.CB,7662,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7662.SB,7662,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7662.GO,7662,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7662.CA,7662,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7663.ST,7663,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7663.CB,7663,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7663.SB,7663,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7663.GO,7663,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7663.CA,7663,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7664.ST,7664,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7664.CB,7664,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7664.SB,7664,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,7664.GO,7664,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7664.CA,7664,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7665.ST,7665,stocks,40000.0,194.59,205,1
01/01/2020,Oneoff,7665.CB,7665,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7665.SB,7665,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,7665.GO,7665,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7665.CA,7665,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7666.ST,7666,stocks,45000.0,194.59,231,1
01/01/2020,Oneoff,7666.CB,7666,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,7666.SB,7666,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7666.GO,7666,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7666.CA,7666,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7667.ST,7667,stocks,45000.0,194.59,231,1
01/01/2020,Oneoff,7667.CB,7667,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7667.SB,7667,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7667.GO,7667,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7667.CA,7667,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7668.ST,7668,stocks,45000.0,194.59,231,1
01/01/2020,Oneoff,7668.CB,7668,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7668.SB,7668,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7668.GO,7668,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7668.CA,7668,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7669.ST,7669,stocks,45000.0,194.59,231,1
01/01/2020,Oneoff,7669.CB,7669,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7669.SB,7669,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7669.GO,7669,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7669.CA,7669,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7670.ST,7670,stocks,45000.0,194.59,231,1
01/01/2020,Oneoff,7670.CB,7670,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7670.SB,7670,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7670.GO,7670,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7670.CA,7670,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7671.ST,7671,stocks,45000.0,194.59,231,1
01/01/2020,Oneoff,7671.CB,7671,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7671.SB,7671,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,7671.GO,7671,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7671.CA,7671,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7672.ST,7672,stocks,50000.0,194.59,256,1
01/01/2020,Oneoff,7672.CB,7672,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7672.SB,7672,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7672.GO,7672,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7672.CA,7672,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7673.ST,7673,stocks,50000.0,194.59,256,1
01/01/2020,Oneoff,7673.CB,7673,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7673.SB,7673,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7673.GO,7673,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7673.CA,7673,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7674.ST,7674,stocks,50000.0,194.59,256,1
01/01/2020,Oneoff,7674.CB,7674,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7674.SB,7674,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7674.GO,7674,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7674.CA,7674,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7675.ST,7675,stocks,50000.0,194.59,256,1
01/01/2020,Oneoff,7675.CB,7675,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7675.SB,7675,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7675.GO,7675,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7675.CA,7675,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7676.ST,7676,stocks,50000.0,194.59,256,1
01/01/2020,Oneoff,7676.CB,7676,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7676.SB,7676,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7676.GO,7676,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7676.CA,7676,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7677.ST,7677,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,7677.CB,7677,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7677.SB,7677,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7677.GO,7677,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7677.CA,7677,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7678.ST,7678,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,7678.CB,7678,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7678.SB,7678,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7678.GO,7678,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7678.CA,7678,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7679.ST,7679,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,7679.CB,7679,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7679.SB,7679,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7679.GO,7679,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7679.CA,7679,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7680.ST,7680,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,7680.CB,7680,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7680.SB,7680,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7680.GO,7680,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7680.CA,7680,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7681.ST,7681,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,7681.CB,7681,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7681.SB,7681,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7681.GO,7681,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7681.CA,7681,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7682.ST,7682,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,7682.CB,7682,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7682.SB,7682,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7682.GO,7682,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7682.CA,7682,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7683.ST,7683,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,7683.CB,7683,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7683.SB,7683,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7683.GO,7683,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7683.CA,7683,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7684.ST,7684,stocks,65000.0,194.59,334,1
01/01/2020,Oneoff,7684.CB,7684,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7684.SB,7684,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7684.GO,7684,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7684.CA,7684,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7685.ST,7685,stocks,65000.0,194.59,334,1
01/01/2020,Oneoff,7685.CB,7685,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7685.SB,7685,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7685.GO,7685,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7685.CA,7685,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7686.ST,7686,stocks,70000.0,194.59,359,1
01/01/2020,Oneoff,7686.CB,7686,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7686.SB,7686,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7686.GO,7686,gold,0.0,143.95,0,1
01/01/2020,Oneoff,7686.CA,7686,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7687.ST,7687,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7687.CB,7687,cbonds,65000.0,77.58,837,1
01/01/2020,Oneoff,7687.SB,7687,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7687.GO,7687,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7687.CA,7687,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7688.ST,7688,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7688.CB,7688,cbonds,60000.0,77.58,773,1
01/01/2020,Oneoff,7688.SB,7688,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,7688.GO,7688,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7688.CA,7688,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7689.ST,7689,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7689.CB,7689,cbonds,55000.00000000001,77.58,708,1
01/01/2020,Oneoff,7689.SB,7689,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,7689.GO,7689,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7689.CA,7689,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7690.ST,7690,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7690.CB,7690,cbonds,50000.0,77.58,644,1
01/01/2020,Oneoff,7690.SB,7690,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,7690.GO,7690,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7690.CA,7690,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7691.ST,7691,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7691.CB,7691,cbonds,45000.0,77.58,580,1
01/01/2020,Oneoff,7691.SB,7691,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,7691.GO,7691,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7691.CA,7691,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7692.ST,7692,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7692.CB,7692,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,7692.SB,7692,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,7692.GO,7692,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7692.CA,7692,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7693.ST,7693,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7693.CB,7693,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,7693.SB,7693,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,7693.GO,7693,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7693.CA,7693,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7694.ST,7694,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7694.CB,7694,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,7694.SB,7694,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,7694.GO,7694,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7694.CA,7694,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7695.ST,7695,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7695.CB,7695,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,7695.SB,7695,sbonds,40000.0,253.28,157,1
01/01/2020,Oneoff,7695.GO,7695,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7695.CA,7695,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7696.ST,7696,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7696.CB,7696,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,7696.SB,7696,sbonds,45000.0,253.28,177,1
01/01/2020,Oneoff,7696.GO,7696,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7696.CA,7696,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7697.ST,7697,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7697.CB,7697,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,7697.SB,7697,sbonds,50000.0,253.28,197,1
01/01/2020,Oneoff,7697.GO,7697,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7697.CA,7697,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7698.ST,7698,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7698.CB,7698,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,7698.SB,7698,sbonds,55000.00000000001,253.28,217,1
01/01/2020,Oneoff,7698.GO,7698,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7698.CA,7698,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7699.ST,7699,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7699.CB,7699,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,7699.SB,7699,sbonds,60000.0,253.28,236,1
01/01/2020,Oneoff,7699.GO,7699,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7699.CA,7699,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7700.ST,7700,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,7700.CB,7700,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,7700.SB,7700,sbonds,65000.0,253.28,256,1
01/01/2020,Oneoff,7700.GO,7700,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7700.CA,7700,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7701.ST,7701,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,7701.CB,7701,cbonds,60000.0,77.58,773,1
01/01/2020,Oneoff,7701.SB,7701,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,7701.GO,7701,gold,5000.0,143.95,34,1
01/01/2020,Oneoff,7701.CA,7701,cash,30000.0,1,30000,1
01/01/2020,Oneoff,7702.ST,7702,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,7702.CB,7702,cbonds,55000.00000000001,77.58,708,1
