Date,Trading Method.,Purchase ID,Asset Alloc.,Asset,Amount($),Asset price,#,Timeframe
01/01/2020,Oneoff,3805.CA,3805,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3806.ST,3806,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,3806.CB,3806,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,3806.SB,3806,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3806.GO,3806,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3806.CA,3806,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3807.ST,3807,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,3807.CB,3807,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,3807.SB,3807,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3807.GO,3807,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3807.CA,3807,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3808.ST,3808,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,3808.CB,3808,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3808.SB,3808,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3808.GO,3808,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3808.CA,3808,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3809.ST,3809,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,3809.CB,3809,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3809.SB,3809,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,3809.GO,3809,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3809.CA,3809,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3810.ST,3810,stocks,55000.00000000001,194.59,282,1
01/01/2020,Oneoff,3810.CB,3810,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3810.SB,3810,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,3810.GO,3810,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3810.CA,3810,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3811.ST,3811,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,3811.CB,3811,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,3811.SB,3811,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3811.GO,3811,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3811.CA,3811,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3812.ST,3812,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,3812.CB,3812,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,3812.SB,3812,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3812.GO,3812,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3812.CA,3812,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3813.ST,3813,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,3813.CB,3813,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3813.SB,3813,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3813.GO,3813,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3813.CA,3813,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3814.ST,3814,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,3814.CB,3814,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3814.SB,3814,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3814.GO,3814,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3814.CA,3814,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3815.ST,3815,stocks,60000.0,194.59,308,1
01/01/2020,Oneoff,3815.CB,3815,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3815.SB,3815,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,3815.GO,3815,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3815.CA,3815,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3816.ST,3816,stocks,65000.0,194.59,334,1
01/01/2020,Oneoff,3816.CB,3816,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,3816.SB,3816,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3816.GO,3816,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3816.CA,3816,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3817.ST,3817,stocks,65000.0,194.59,334,1
01/01/2020,Oneoff,3817.CB,3817,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3817.SB,3817,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3817.GO,3817,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3817.CA,3817,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3818.ST,3818,stocks,65000.0,194.59,334,1
01/01/2020,Oneoff,3818.CB,3818,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3818.SB,3818,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3818.GO,3818,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3818.CA,3818,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3819.ST,3819,stocks,65000.0,194.59,334,1
01/01/2020,Oneoff,3819.CB,3819,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3819.SB,3819,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3819.GO,3819,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3819.CA,3819,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3820.ST,3820,stocks,70000.0,194.59,359,1
01/01/2020,Oneoff,3820.CB,3820,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3820.SB,3820,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3820.GO,3820,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3820.CA,3820,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3821.ST,3821,stocks,70000.0,194.59,359,1
01/01/2020,Oneoff,3821.CB,3821,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3821.SB,3821,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3821.GO,3821,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3821.CA,3821,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3822.ST,3822,stocks,70000.0,194.59,359,1
01/01/2020,Oneoff,3822.CB,3822,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3822.SB,3822,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3822.GO,3822,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3822.CA,3822,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3823.ST,3823,stocks,75000.0,194.59,385,1
01/01/2020,Oneoff,3823.CB,3823,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3823.SB,3823,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3823.GO,3823,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3823.CA,3823,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3824.ST,3824,stocks,75000.0,194.59,385,1
01/01/2020,Oneoff,3824.CB,3824,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3824.SB,3824,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3824.GO,3824,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3824.CA,3824,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3825.ST,3825,stocks,80000.0,194.59,411,1
01/01/2020,Oneoff,3825.CB,3825,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3825.SB,3825,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3825.GO,3825,gold,10000.0,143.95,69,1
01/01/2020,Oneoff,3825.CA,3825,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3826.ST,3826,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3826.CB,3826,cbonds,75000.0,77.58,966,1
01/01/2020,Oneoff,3826.SB,3826,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3826.GO,3826,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3826.CA,3826,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3827.ST,3827,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3827.CB,3827,cbonds,70000.0,77.58,902,1
01/01/2020,Oneoff,3827.SB,3827,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3827.GO,3827,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3827.CA,3827,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3828.ST,3828,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3828.CB,3828,cbonds,65000.0,77.58,837,1
01/01/2020,Oneoff,3828.SB,3828,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3828.GO,3828,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3828.CA,3828,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3829.ST,3829,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3829.CB,3829,cbonds,60000.0,77.58,773,1
01/01/2020,Oneoff,3829.SB,3829,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3829.GO,3829,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3829.CA,3829,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3830.ST,3830,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3830.CB,3830,cbonds,55000.00000000001,77.58,708,1
01/01/2020,Oneoff,3830.SB,3830,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,3830.GO,3830,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3830.CA,3830,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3831.ST,3831,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3831.CB,3831,cbonds,50000.0,77.58,644,1
01/01/2020,Oneoff,3831.SB,3831,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,3831.GO,3831,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3831.CA,3831,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3832.ST,3832,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3832.CB,3832,cbonds,45000.0,77.58,580,1
01/01/2020,Oneoff,3832.SB,3832,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,3832.GO,3832,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3832.CA,3832,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3833.ST,3833,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3833.CB,3833,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,3833.SB,3833,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,3833.GO,3833,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3833.CA,3833,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3834.ST,3834,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3834.CB,3834,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,3834.SB,3834,sbonds,40000.0,253.28,157,1
01/01/2020,Oneoff,3834.GO,3834,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3834.CA,3834,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3835.ST,3835,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3835.CB,3835,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,3835.SB,3835,sbonds,45000.0,253.28,177,1
01/01/2020,Oneoff,3835.GO,3835,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3835.CA,3835,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3836.ST,3836,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3836.CB,3836,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,3836.SB,3836,sbonds,50000.0,253.28,197,1
01/01/2020,Oneoff,3836.GO,3836,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3836.CA,3836,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3837.ST,3837,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3837.CB,3837,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,3837.SB,3837,sbonds,55000.00000000001,253.28,217,1
01/01/2020,Oneoff,3837.GO,3837,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3837.CA,3837,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3838.ST,3838,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3838.CB,3838,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,3838.SB,3838,sbonds,60000.0,253.28,236,1
01/01/2020,Oneoff,3838.GO,3838,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3838.CA,3838,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3839.ST,3839,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3839.CB,3839,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3839.SB,3839,sbonds,65000.0,253.28,256,1
01/01/2020,Oneoff,3839.GO,3839,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3839.CA,3839,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3840.ST,3840,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3840.CB,3840,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3840.SB,3840,sbonds,70000.0,253.28,276,1
01/01/2020,Oneoff,3840.GO,3840,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3840.CA,3840,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3841.ST,3841,stocks,0.0,194.59,0,1
01/01/2020,Oneoff,3841.CB,3841,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3841.SB,3841,sbonds,75000.0,253.28,296,1
01/01/2020,Oneoff,3841.GO,3841,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3841.CA,3841,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3842.ST,3842,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3842.CB,3842,cbonds,70000.0,77.58,902,1
01/01/2020,Oneoff,3842.SB,3842,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3842.GO,3842,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3842.CA,3842,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3843.ST,3843,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3843.CB,3843,cbonds,65000.0,77.58,837,1
01/01/2020,Oneoff,3843.SB,3843,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3843.GO,3843,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3843.CA,3843,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3844.ST,3844,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3844.CB,3844,cbonds,60000.0,77.58,773,1
01/01/2020,Oneoff,3844.SB,3844,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3844.GO,3844,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3844.CA,3844,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3845.ST,3845,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3845.CB,3845,cbonds,55000.00000000001,77.58,708,1
01/01/2020,Oneoff,3845.SB,3845,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3845.GO,3845,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3845.CA,3845,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3846.ST,3846,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3846.CB,3846,cbonds,50000.0,77.58,644,1
01/01/2020,Oneoff,3846.SB,3846,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,3846.GO,3846,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3846.CA,3846,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3847.ST,3847,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3847.CB,3847,cbonds,45000.0,77.58,580,1
01/01/2020,Oneoff,3847.SB,3847,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,3847.GO,3847,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3847.CA,3847,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3848.ST,3848,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3848.CB,3848,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,3848.SB,3848,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,3848.GO,3848,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3848.CA,3848,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3849.ST,3849,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3849.CB,3849,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,3849.SB,3849,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,3849.GO,3849,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3849.CA,3849,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3850.ST,3850,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3850.CB,3850,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,3850.SB,3850,sbonds,40000.0,253.28,157,1
01/01/2020,Oneoff,3850.GO,3850,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3850.CA,3850,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3851.ST,3851,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3851.CB,3851,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,3851.SB,3851,sbonds,45000.0,253.28,177,1
01/01/2020,Oneoff,3851.GO,3851,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3851.CA,3851,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3852.ST,3852,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3852.CB,3852,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,3852.SB,3852,sbonds,50000.0,253.28,197,1
01/01/2020,Oneoff,3852.GO,3852,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3852.CA,3852,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3853.ST,3853,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3853.CB,3853,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,3853.SB,3853,sbonds,55000.00000000001,253.28,217,1
01/01/2020,Oneoff,3853.GO,3853,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3853.CA,3853,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3854.ST,3854,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3854.CB,3854,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3854.SB,3854,sbonds,60000.0,253.28,236,1
01/01/2020,Oneoff,3854.GO,3854,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3854.CA,3854,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3855.ST,3855,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3855.CB,3855,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3855.SB,3855,sbonds,65000.0,253.28,256,1
01/01/2020,Oneoff,3855.GO,3855,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3855.CA,3855,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3856.ST,3856,stocks,5000.0,194.59,25,1
01/01/2020,Oneoff,3856.CB,3856,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3856.SB,3856,sbonds,70000.0,253.28,276,1
01/01/2020,Oneoff,3856.GO,3856,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3856.CA,3856,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3857.ST,3857,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3857.CB,3857,cbonds,65000.0,77.58,837,1
01/01/2020,Oneoff,3857.SB,3857,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3857.GO,3857,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3857.CA,3857,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3858.ST,3858,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3858.CB,3858,cbonds,60000.0,77.58,773,1
01/01/2020,Oneoff,3858.SB,3858,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3858.GO,3858,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3858.CA,3858,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3859.ST,3859,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3859.CB,3859,cbonds,55000.00000000001,77.58,708,1
01/01/2020,Oneoff,3859.SB,3859,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3859.GO,3859,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3859.CA,3859,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3860.ST,3860,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3860.CB,3860,cbonds,50000.0,77.58,644,1
01/01/2020,Oneoff,3860.SB,3860,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3860.GO,3860,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3860.CA,3860,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3861.ST,3861,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3861.CB,3861,cbonds,45000.0,77.58,580,1
01/01/2020,Oneoff,3861.SB,3861,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,3861.GO,3861,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3861.CA,3861,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3862.ST,3862,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3862.CB,3862,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,3862.SB,3862,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,3862.GO,3862,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3862.CA,3862,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3863.ST,3863,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3863.CB,3863,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,3863.SB,3863,sbonds,30000.0,253.28,118,1
01/01/2020,Oneoff,3863.GO,3863,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3863.CA,3863,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3864.ST,3864,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3864.CB,3864,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,3864.SB,3864,sbonds,35000.0,253.28,138,1
01/01/2020,Oneoff,3864.GO,3864,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3864.CA,3864,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3865.ST,3865,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3865.CB,3865,cbonds,25000.0,77.58,322,1
01/01/2020,Oneoff,3865.SB,3865,sbonds,40000.0,253.28,157,1
01/01/2020,Oneoff,3865.GO,3865,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3865.CA,3865,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3866.ST,3866,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3866.CB,3866,cbonds,20000.0,77.58,257,1
01/01/2020,Oneoff,3866.SB,3866,sbonds,45000.0,253.28,177,1
01/01/2020,Oneoff,3866.GO,3866,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3866.CA,3866,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3867.ST,3867,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3867.CB,3867,cbonds,15000.0,77.58,193,1
01/01/2020,Oneoff,3867.SB,3867,sbonds,50000.0,253.28,197,1
01/01/2020,Oneoff,3867.GO,3867,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3867.CA,3867,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3868.ST,3868,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3868.CB,3868,cbonds,10000.0,77.58,128,1
01/01/2020,Oneoff,3868.SB,3868,sbonds,55000.00000000001,253.28,217,1
01/01/2020,Oneoff,3868.GO,3868,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3868.CA,3868,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3869.ST,3869,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3869.CB,3869,cbonds,5000.0,77.58,64,1
01/01/2020,Oneoff,3869.SB,3869,sbonds,60000.0,253.28,236,1
01/01/2020,Oneoff,3869.GO,3869,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3869.CA,3869,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3870.ST,3870,stocks,10000.0,194.59,51,1
01/01/2020,Oneoff,3870.CB,3870,cbonds,0.0,77.58,0,1
01/01/2020,Oneoff,3870.SB,3870,sbonds,65000.0,253.28,256,1
01/01/2020,Oneoff,3870.GO,3870,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3870.CA,3870,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3871.ST,3871,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3871.CB,3871,cbonds,60000.0,77.58,773,1
01/01/2020,Oneoff,3871.SB,3871,sbonds,0.0,253.28,0,1
01/01/2020,Oneoff,3871.GO,3871,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3871.CA,3871,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3872.ST,3872,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3872.CB,3872,cbonds,55000.00000000001,77.58,708,1
01/01/2020,Oneoff,3872.SB,3872,sbonds,5000.0,253.28,19,1
01/01/2020,Oneoff,3872.GO,3872,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3872.CA,3872,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3873.ST,3873,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3873.CB,3873,cbonds,50000.0,77.58,644,1
01/01/2020,Oneoff,3873.SB,3873,sbonds,10000.0,253.28,39,1
01/01/2020,Oneoff,3873.GO,3873,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3873.CA,3873,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3874.ST,3874,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3874.CB,3874,cbonds,45000.0,77.58,580,1
01/01/2020,Oneoff,3874.SB,3874,sbonds,15000.0,253.28,59,1
01/01/2020,Oneoff,3874.GO,3874,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3874.CA,3874,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3875.ST,3875,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3875.CB,3875,cbonds,40000.0,77.58,515,1
01/01/2020,Oneoff,3875.SB,3875,sbonds,20000.0,253.28,78,1
01/01/2020,Oneoff,3875.GO,3875,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3875.CA,3875,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3876.ST,3876,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3876.CB,3876,cbonds,35000.0,77.58,451,1
01/01/2020,Oneoff,3876.SB,3876,sbonds,25000.0,253.28,98,1
01/01/2020,Oneoff,3876.GO,3876,gold,15000.0,143.95,104,1
01/01/2020,Oneoff,3876.CA,3876,cash,10000.0,1,10000,1
01/01/2020,Oneoff,3877.ST,3877,stocks,15000.0,194.59,77,1
01/01/2020,Oneoff,3877.CB,3877,cbonds,30000.0,77.58,386,1
01/01/2020,Oneoff,3877.SB,3877,sbonds,30000.0,253.28,118,1
