date,price
20/05/2020,99.12
19/05/2020,99.37
18/05/2020,99.67
15/05/2020,100.40
14/05/2020,100.47
13/05/2020,100.24
12/05/2020,99.93
11/05/2020,100.24
08/05/2020,99.73
07/05/2020,99.89
06/05/2020,100.09
05/05/2020,99.71
04/05/2020,99.48
01/05/2020,99.08
30/04/2020,99.02
29/04/2020,99.57
28/04/2020,99.86
27/04/2020,100.04
24/04/2020,100.38
23/04/2020,100.43
22/04/2020,100.39
21/04/2020,100.26
20/04/2020,99.96
17/04/2020,99.78
16/04/2020,100.03
15/04/2020,99.46
14/04/2020,98.89
13/04/2020,99.35
10/04/2020,99.52
09/04/2020,99.52
08/04/2020,100.12
07/04/2020,99.90
06/04/2020,100.68
03/04/2020,100.58
02/04/2020,100.18
01/04/2020,99.67
31/03/2020,99.05
30/03/2020,99.18
27/03/2020,98.36
26/03/2020,99.35
25/03/2020,101.05
24/03/2020,102.04
23/03/2020,102.49
20/03/2020,102.82
19/03/2020,102.99
18/03/2020,101.16
17/03/2020,99.58
16/03/2020,98.07
13/03/2020,98.75
12/03/2020,97.47
11/03/2020,96.51
10/03/2020,96.41
09/03/2020,94.89
06/03/2020,95.95
05/03/2020,96.82
04/03/2020,97.34
03/03/2020,97.15
02/03/2020,97.36
28/02/2020,98.13
27/02/2020,98.51
26/02/2020,99.00
25/02/2020,98.97
24/02/2020,99.36
21/02/2020,99.26
20/02/2020,99.86
19/02/2020,99.70
18/02/2020,99.44
17/02/2020,99.00
14/02/2020,99.12
13/02/2020,99.07
12/02/2020,99.05
11/02/2020,98.72
10/02/2020,98.83
07/02/2020,98.68
06/02/2020,98.50
05/02/2020,98.30
04/02/2020,97.96
03/02/2020,97.80
31/01/2020,97.39
30/01/2020,97.87
29/01/2020,97.99
28/01/2020,98.02
27/01/2020,97.96
24/01/2020,97.85
23/01/2020,97.69
22/01/2020,97.53
21/01/2020,97.53
20/01/2020,97.61
17/01/2020,97.64
16/01/2020,97.32
15/01/2020,97.23
14/01/2020,97.37
13/01/2020,97.34
10/01/2020,97.36
09/01/2020,97.45
08/01/2020,97.30
07/01/2020,97.00
06/01/2020,96.67
03/01/2020,96.84
02/01/2020,96.85
01/01/2020,96.39
