Date,Trading Method.,Purchase ID,Asset Alloc.,Asset,Amount($),Asset price,#,Purchase_num,Timeframe
15/04/2020,oneoff-rebal.,19.3.CB,19,cbonds,5309.75,79.25,65.0,0,12
15/04/2020,oneoff-rebal.,19.3.SB,19,sbonds,88116.12000000001,265.41,332.0,0.0,12
15/04/2020,oneoff-rebal.,19.3.GO,19,gold,0.0,161.85,0.0,0.0,12
15/04/2020,oneoff-rebal.,19.3.CA,19,cash,10296.0,1,10372.0,76.0,12
15/05/2020,oneoff-rebal.,19.4.ST,19,stocks,0.0,171.16,0.0,0.0,12
15/05/2020,oneoff-rebal.,19.4.CB,19,cbonds,5279.3,81.22,64.0,0,12
15/05/2020,oneoff-rebal.,19.4.SB,19,sbonds,89085.56,268.33,331.0,0,12
15/05/2020,oneoff-rebal.,19.4.GO,19,gold,0.0,163.93,0.0,0.0,12
15/05/2020,oneoff-rebal.,19.4.CA,19,cash,10372.0,1,10473.0,101.0,12
15/06/2020,oneoff-rebal.,19.5.ST,19,stocks,0.0,177.85,0.0,0.0,12
15/06/2020,oneoff-rebal.,19.5.CB,19,cbonds,5229.44,81.71,62.0,0,12
15/06/2020,oneoff-rebal.,19.5.SB,19,sbonds,87000.04,262.84,332.0,262.84,12
15/06/2020,oneoff-rebal.,19.5.GO,19,gold,0.0,162.33,0.0,0,12
15/06/2020,oneoff-rebal.,19.5.CA,19,cash,10473.0,1,10270.0,0.0,12
15/07/2020,oneoff-rebal.,19.6.ST,19,stocks,0.0,186.19,0.0,0.0,12
15/07/2020,oneoff-rebal.,19.6.CB,19,cbonds,5168.9400000000005,83.37,61.0,0,12
15/07/2020,oneoff-rebal.,19.6.SB,19,sbonds,86897.68000000001,261.74,332.0,0.0,12
15/07/2020,oneoff-rebal.,19.6.GO,19,gold,0.0,170.34,0.0,0,12
15/07/2020,oneoff-rebal.,19.6.CA,19,cash,10270.0,1,10233.0,0.0,12
17/08/2020,oneoff-rebal.,19.7.ST,19,stocks,0.0,186.67,0.0,0.0,12
17/08/2020,oneoff-rebal.,19.7.CB,19,cbonds,4973.9400000000005,81.54,61.0,0.0,12
17/08/2020,oneoff-rebal.,19.7.SB,19,sbonds,85128.12000000001,256.41,332.0,0.0,12
17/08/2020,oneoff-rebal.,19.7.GO,19,gold,0.0,186.5,0.0,0,12
17/08/2020,oneoff-rebal.,19.7.CA,19,cash,10233.0,1,10033.0,0.0,12
15/09/2020,oneoff-rebal.,19.8.ST,19,stocks,0.0,188.44,0.0,0.0,12
15/09/2020,oneoff-rebal.,19.8.CB,19,cbonds,5069.099999999999,83.1,60.0,0,12
15/09/2020,oneoff-rebal.,19.8.SB,19,sbonds,85350.56,257.08,332.0,0.0,12
15/09/2020,oneoff-rebal.,19.8.GO,19,gold,0.0,183.45,0.0,0.0,12
15/09/2020,oneoff-rebal.,19.8.CA,19,cash,10033.0,1,10045.0,12.0,12
15/10/2020,oneoff-rebal.,19.9.ST,19,stocks,0.0,193.25,0.0,0.0,12
15/10/2020,oneoff-rebal.,19.9.CB,19,cbonds,4901.4,81.69,61.0,81.69,12
15/10/2020,oneoff-rebal.,19.9.SB,19,sbonds,86283.48,259.89,331.0,0,12
15/10/2020,oneoff-rebal.,19.9.GO,19,gold,0.0,178.92,0.0,0.0,12
15/10/2020,oneoff-rebal.,19.9.CA,19,cash,10045.0,1,10122.0,77.0,12
16/11/2020,oneoff-rebal.,19.10.ST,19,stocks,0.0,201.2,0.0,0.0,12
16/11/2020,oneoff-rebal.,19.10.CB,19,cbonds,4927.58,80.78,62.0,80.78,12
16/11/2020,oneoff-rebal.,19.10.SB,19,sbonds,85265.6,257.6,331.0,0.0,12
16/11/2020,oneoff-rebal.,19.10.GO,19,gold,0.0,177.15,0.0,0,12
16/11/2020,oneoff-rebal.,19.10.CA,19,cash,10122.0,1,10031.0,0.0,12
15/12/2020,oneoff-rebal.,19.11.ST,19,stocks,0.0,202.46,0.0,0.0,12
15/12/2020,oneoff-rebal.,19.11.CB,19,cbonds,5007.12,80.76,61.0,0,12
15/12/2020,oneoff-rebal.,19.11.SB,19,sbonds,84481.12999999999,255.23,331.0,0.0,12
15/12/2020,oneoff-rebal.,19.11.GO,19,gold,0.0,173.94,0.0,0,12
15/12/2020,oneoff-rebal.,19.11.CA,19,cash,10031.0,1,9951.0,0.0,12
01/01/2020,oneoff-rebal.,20.0.ST,20,stocks,0.0,194.59,0.0,0.0,12
01/01/2020,oneoff-rebal.,20.0.CB,20,cbonds,0.0,77.58,0.0,0.0,12
01/01/2020,oneoff-rebal.,20.0.SB,20,sbonds,89914.4,253.28,355.0,89914.4,12
01/01/2020,oneoff-rebal.,20.0.GO,20,gold,0.0,143.95,0.0,0.0,12
01/01/2020,oneoff-rebal.,20.0.CA,20,cash,10000.0,1,10000.0,10000.0,12
15/01/2020,oneoff-rebal.,20.0.ST,20,stocks,0.0,196.77,0.0,0.0,12
15/01/2020,oneoff-rebal.,20.0.CB,20,cbonds,0.0,78.49,0.0,0.0,12
15/01/2020,oneoff-rebal.,20.0.SB,20,sbonds,90067.05,253.71,354.0,0,12
15/01/2020,oneoff-rebal.,20.0.GO,20,gold,0.0,146.54,0.0,0.0,12
15/01/2020,oneoff-rebal.,20.0.CA,20,cash,10000.0,1,10006.0,6.0,12
17/02/2020,oneoff-rebal.,20.1.ST,20,stocks,0.0,205.91,0.0,0.0,12
17/02/2020,oneoff-rebal.,20.1.CB,20,cbonds,0.0,79.09,0.0,0.0,12
17/02/2020,oneoff-rebal.,20.1.SB,20,sbonds,92953.31999999999,262.58,352.0,0,12
17/02/2020,oneoff-rebal.,20.1.GO,20,gold,0.0,150.91,0.0,0.0,12
17/02/2020,oneoff-rebal.,20.1.CA,20,cash,10006.0,1,10295.0,289.0,12
16/03/2020,oneoff-rebal.,20.2.ST,20,stocks,0.0,140.35,0.0,0.0,12
16/03/2020,oneoff-rebal.,20.2.CB,20,cbonds,0.0,76.17,0.0,0.0,12
16/03/2020,oneoff-rebal.,20.2.SB,20,sbonds,92727.36,263.43,351.0,0,12
16/03/2020,oneoff-rebal.,20.2.GO,20,gold,0.0,141.64,0.0,0.0,12
16/03/2020,oneoff-rebal.,20.2.CA,20,cash,10295.0,1,10302.0,7.0,12
15/04/2020,oneoff-rebal.,20.3.ST,20,stocks,0.0,165.54,0.0,0.0,12
15/04/2020,oneoff-rebal.,20.3.CB,20,cbonds,0.0,79.25,0.0,0.0,12
15/04/2020,oneoff-rebal.,20.3.SB,20,sbonds,93158.91,265.41,350.0,0,12
15/04/2020,oneoff-rebal.,20.3.GO,20,gold,0.0,161.85,0.0,0.0,12
15/04/2020,oneoff-rebal.,20.3.CA,20,cash,10302.0,1,10346.0,44.0,12
15/05/2020,oneoff-rebal.,20.4.ST,20,stocks,0.0,171.16,0.0,0.0,12
15/05/2020,oneoff-rebal.,20.4.CB,20,cbonds,0.0,81.22,0.0,0.0,12
15/05/2020,oneoff-rebal.,20.4.SB,20,sbonds,93915.5,268.33,349.0,0,12
15/05/2020,oneoff-rebal.,20.4.GO,20,gold,0.0,163.93,0.0,0.0,12
15/05/2020,oneoff-rebal.,20.4.CA,20,cash,10346.0,1,10426.0,80.0,12
15/06/2020,oneoff-rebal.,20.5.ST,20,stocks,0.0,177.85,0.0,0.0,12
15/06/2020,oneoff-rebal.,20.5.CB,20,cbonds,0.0,81.71,0.0,0.0,12
15/06/2020,oneoff-rebal.,20.5.SB,20,sbonds,91731.15999999999,262.84,349.0,0.0,12
15/06/2020,oneoff-rebal.,20.5.GO,20,gold,0.0,162.33,0.0,0,12
15/06/2020,oneoff-rebal.,20.5.CA,20,cash,10426.0,1,10215.0,0.0,12
15/07/2020,oneoff-rebal.,20.6.ST,20,stocks,0.0,186.19,0.0,0.0,12
15/07/2020,oneoff-rebal.,20.6.CB,20,cbonds,0.0,83.37,0.0,0.0,12
15/07/2020,oneoff-rebal.,20.6.SB,20,sbonds,91347.26000000001,261.74,349.0,0.0,12
15/07/2020,oneoff-rebal.,20.6.GO,20,gold,0.0,170.34,0.0,0,12
15/07/2020,oneoff-rebal.,20.6.CA,20,cash,10215.0,1,10156.0,0.0,12
17/08/2020,oneoff-rebal.,20.7.ST,20,stocks,0.0,186.67,0.0,0.0,12
17/08/2020,oneoff-rebal.,20.7.CB,20,cbonds,0.0,81.54,0.0,0.0,12
17/08/2020,oneoff-rebal.,20.7.SB,20,sbonds,89487.09000000001,256.41,349.0,0.0,12
17/08/2020,oneoff-rebal.,20.7.GO,20,gold,0.0,186.5,0.0,0,12
17/08/2020,oneoff-rebal.,20.7.CA,20,cash,10156.0,1,9964.0,0.0,12
15/09/2020,oneoff-rebal.,20.8.ST,20,stocks,0.0,188.44,0.0,0.0,12
15/09/2020,oneoff-rebal.,20.8.CB,20,cbonds,0.0,83.1,0.0,0.0,12
15/09/2020,oneoff-rebal.,20.8.SB,20,sbonds,89720.92,257.08,348.0,0,12
15/09/2020,oneoff-rebal.,20.8.GO,20,gold,0.0,183.45,0.0,0.0,12
15/09/2020,oneoff-rebal.,20.8.CA,20,cash,9964.0,1,9968.0,4.0,12
15/10/2020,oneoff-rebal.,20.9.ST,20,stocks,0.0,193.25,0.0,0.0,12
15/10/2020,oneoff-rebal.,20.9.CB,20,cbonds,0.0,81.69,0.0,0.0,12
15/10/2020,oneoff-rebal.,20.9.SB,20,sbonds,90441.72,259.89,347.0,0,12
15/10/2020,oneoff-rebal.,20.9.GO,20,gold,0.0,178.92,0.0,0.0,12
15/10/2020,oneoff-rebal.,20.9.CA,20,cash,9968.0,1,10040.0,72.0,12
16/11/2020,oneoff-rebal.,20.10.ST,20,stocks,0.0,201.2,0.0,0.0,12
16/11/2020,oneoff-rebal.,20.10.CB,20,cbonds,0.0,80.78,0.0,0.0,12
16/11/2020,oneoff-rebal.,20.10.SB,20,sbonds,89387.20000000001,257.6,347.0,0.0,12
16/11/2020,oneoff-rebal.,20.10.GO,20,gold,0.0,177.15,0.0,0,12
16/11/2020,oneoff-rebal.,20.10.CA,20,cash,10040.0,1,9942.0,0.0,12
15/12/2020,oneoff-rebal.,20.11.ST,20,stocks,0.0,202.46,0.0,0.0,12
15/12/2020,oneoff-rebal.,20.11.CB,20,cbonds,0.0,80.76,0.0,0.0,12
15/12/2020,oneoff-rebal.,20.11.SB,20,sbonds,88564.81,255.23,347.0,0.0,12
15/12/2020,oneoff-rebal.,20.11.GO,20,gold,0.0,173.94,0.0,0,12
15/12/2020,oneoff-rebal.,20.11.CA,20,cash,9942.0,1,9850.0,0.0,12
02/01/2020,DCA,1.ST,1,stocks,0.0,194.59,0.0,0.0,12
02/01/2020,DCA,1.CB,1,cbonds,8301.06,77.58,107.0,8301.06,12
02/01/2020,DCA,1.SB,1,sbonds,0.0,253.28,0.0,0.0,12
02/01/2020,DCA,1.GO,1,gold,0.0,143.95,0.0,0.0,12
02/01/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
04/02/2020,DCA,1.ST,1,stocks,0.0,197.91,0.0,0.0,12
04/02/2020,DCA,1.CB,1,cbonds,16525.38,79.08,211.0,8224.32,12
04/02/2020,DCA,1.SB,1,sbonds,0.0,259.09,0.0,0.0,12
04/02/2020,DCA,1.GO,1,gold,0.0,146.43,0.0,0.0,12
04/02/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
02/03/2020,DCA,1.ST,1,stocks,0.0,182.42,0.0,0.0,12
02/03/2020,DCA,1.CB,1,cbonds,24742.74,81.36,312.0,8217.36,12
02/03/2020,DCA,1.SB,1,sbonds,0.0,262.95,0.0,0.0,12
02/03/2020,DCA,1.GO,1,gold,0.0,149.2,0.0,0.0,12
02/03/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
01/04/2020,DCA,1.ST,1,stocks,0.0,149.96,0.0,0.0,12
01/04/2020,DCA,1.CB,1,cbonds,32885.66,76.82,418.0,8142.92,12
01/04/2020,DCA,1.SB,1,sbonds,0.0,267.37,0.0,0.0,12
01/04/2020,DCA,1.GO,1,gold,0.0,149.45,0.0,0.0,12
01/04/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
04/05/2020,DCA,1.ST,1,stocks,0.0,168.68,0.0,0.0,12
04/05/2020,DCA,1.CB,1,cbonds,40958.59,79.93,519.0,8072.93,12
04/05/2020,DCA,1.SB,1,sbonds,0.0,267.85,0.0,0.0,12
04/05/2020,DCA,1.GO,1,gold,0.0,160.34,0.0,0.0,12
04/05/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
02/06/2020,DCA,1.ST,1,stocks,0.0,180.7,0.0,0.0,12
02/06/2020,DCA,1.CB,1,cbonds,48996.4,81.19,618.0,8037.81,12
02/06/2020,DCA,1.SB,1,sbonds,0.0,262.14,0.0,0.0,12
02/06/2020,DCA,1.GO,1,gold,0.0,162.6,0.0,0.0,12
02/06/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
01/07/2020,DCA,1.ST,1,stocks,0.0,181.47,0.0,0.0,12
01/07/2020,DCA,1.CB,1,cbonds,56968.24,83.04,714.0,7971.84,12
01/07/2020,DCA,1.SB,1,sbonds,0.0,261.9,0.0,0.0,12
01/07/2020,DCA,1.GO,1,gold,0.0,166.62,0.0,0.0,12
01/07/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
03/08/2020,DCA,1.ST,1,stocks,0.0,183.09,0.0,0.0,12
03/08/2020,DCA,1.CB,1,cbonds,64931.94,82.1,811.0,7963.7,12
03/08/2020,DCA,1.SB,1,sbonds,0.0,259.49,0.0,0.0,12
03/08/2020,DCA,1.GO,1,gold,0.0,185.64,0.0,0.0,12
03/08/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
01/09/2020,DCA,1.ST,1,stocks,0.0,191.15,0.0,0.0,12
01/09/2020,DCA,1.CB,1,cbonds,72821.25,79.69,910.0,7889.31,12
01/09/2020,DCA,1.SB,1,sbonds,0.0,254.04,0.0,0.0,12
01/09/2020,DCA,1.GO,1,gold,0.0,185.05,0.0,0.0,12
01/09/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
01/10/2020,DCA,1.ST,1,stocks,0.0,188.14,0.0,0.0,12
01/10/2020,DCA,1.CB,1,cbonds,80637.57,81.42,1006.0,7816.32,12
01/10/2020,DCA,1.SB,1,sbonds,0.0,258.68,0.0,0.0,12
01/10/2020,DCA,1.GO,1,gold,0.0,178.7,0.0,0.0,12
01/10/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
02/11/2020,DCA,1.ST,1,stocks,0.0,185.44,0.0,0.0,12
02/11/2020,DCA,1.CB,1,cbonds,88444.29,81.32,1102.0,7806.72,12
02/11/2020,DCA,1.SB,1,sbonds,0.0,260.66,0.0,0.0,12
02/11/2020,DCA,1.GO,1,gold,0.0,177.91,0.0,0.0,12
02/11/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
01/12/2020,DCA,1.ST,1,stocks,0.0,201.74,0.0,0.0,12
01/12/2020,DCA,1.CB,1,cbonds,96179.97,80.58,1198.0,7735.68,12
01/12/2020,DCA,1.SB,1,sbonds,0.0,255.2,0.0,0.0,12
01/12/2020,DCA,1.GO,1,gold,0.0,170.18,0.0,0.0,12
01/12/2020,DCA,1.CA,1,cash,0.0,1,0.0,0,12
02/01/2020,DCA,2.ST,2,stocks,0.0,194.59,0.0,0.0,12
02/01/2020,DCA,2.CB,2,cbonds,0.0,77.58,0.0,0.0,12
02/01/2020,DCA,2.SB,2,sbonds,8104.96,253.28,32.0,8104.96,12
02/01/2020,DCA,2.GO,2,gold,0.0,143.95,0.0,0.0,12
02/01/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
04/02/2020,DCA,2.ST,2,stocks,0.0,197.91,0.0,0.0,12
04/02/2020,DCA,2.CB,2,cbonds,0.0,79.08,0.0,0.0,12
04/02/2020,DCA,2.SB,2,sbonds,16136.75,259.09,63.0,8031.79,12
04/02/2020,DCA,2.GO,2,gold,0.0,146.43,0.0,0.0,12
04/02/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
02/03/2020,DCA,2.ST,2,stocks,0.0,182.42,0.0,0.0,12
02/03/2020,DCA,2.CB,2,cbonds,0.0,81.36,0.0,0.0,12
02/03/2020,DCA,2.SB,2,sbonds,24025.25,262.95,93.0,7888.5,12
02/03/2020,DCA,2.GO,2,gold,0.0,149.2,0.0,0.0,12
02/03/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
01/04/2020,DCA,2.ST,2,stocks,0.0,149.96,0.0,0.0,12
01/04/2020,DCA,2.CB,2,cbonds,0.0,76.82,0.0,0.0,12
01/04/2020,DCA,2.SB,2,sbonds,31778.98,267.37,122.0,7753.73,12
01/04/2020,DCA,2.GO,2,gold,0.0,149.45,0.0,0.0,12
01/04/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
04/05/2020,DCA,2.ST,2,stocks,0.0,168.68,0.0,0.0,12
04/05/2020,DCA,2.CB,2,cbonds,0.0,79.93,0.0,0.0,12
04/05/2020,DCA,2.SB,2,sbonds,39278.78,267.85,150.0,7499.8,12
04/05/2020,DCA,2.GO,2,gold,0.0,160.34,0.0,0.0,12
04/05/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
02/06/2020,DCA,2.ST,2,stocks,0.0,180.7,0.0,0.0,12
02/06/2020,DCA,2.CB,2,cbonds,0.0,81.19,0.0,0.0,12
02/06/2020,DCA,2.SB,2,sbonds,46618.7,262.14,178.0,7339.92,12
02/06/2020,DCA,2.GO,2,gold,0.0,162.6,0.0,0.0,12
02/06/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
01/07/2020,DCA,2.ST,2,stocks,0.0,181.47,0.0,0.0,12
01/07/2020,DCA,2.CB,2,cbonds,0.0,83.04,0.0,0.0,12
01/07/2020,DCA,2.SB,2,sbonds,53951.9,261.9,206.0,7333.2,12
01/07/2020,DCA,2.GO,2,gold,0.0,166.62,0.0,0.0,12
01/07/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
03/08/2020,DCA,2.ST,2,stocks,0.0,183.09,0.0,0.0,12
03/08/2020,DCA,2.CB,2,cbonds,0.0,82.1,0.0,0.0,12
03/08/2020,DCA,2.SB,2,sbonds,61217.62,259.49,234.0,7265.72,12
03/08/2020,DCA,2.GO,2,gold,0.0,185.64,0.0,0.0,12
03/08/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
01/09/2020,DCA,2.ST,2,stocks,0.0,191.15,0.0,0.0,12
01/09/2020,DCA,2.CB,2,cbonds,0.0,79.69,0.0,0.0,12
01/09/2020,DCA,2.SB,2,sbonds,68330.74,254.04,262.0,7113.12,12
01/09/2020,DCA,2.GO,2,gold,0.0,185.05,0.0,0.0,12
01/09/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
01/10/2020,DCA,2.ST,2,stocks,0.0,188.14,0.0,0.0,12
01/10/2020,DCA,2.CB,2,cbonds,0.0,81.42,0.0,0.0,12
01/10/2020,DCA,2.SB,2,sbonds,75315.1,258.68,289.0,6984.36,12
01/10/2020,DCA,2.GO,2,gold,0.0,178.7,0.0,0.0,12
01/10/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
02/11/2020,DCA,2.ST,2,stocks,0.0,185.44,0.0,0.0,12
02/11/2020,DCA,2.CB,2,cbonds,0.0,81.32,0.0,0.0,12
02/11/2020,DCA,2.SB,2,sbonds,82092.26,260.66,315.0,6777.16,12
02/11/2020,DCA,2.GO,2,gold,0.0,177.91,0.0,0.0,12
02/11/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
01/12/2020,DCA,2.ST,2,stocks,0.0,201.74,0.0,0.0,12
01/12/2020,DCA,2.CB,2,cbonds,0.0,80.58,0.0,0.0,12
01/12/2020,DCA,2.SB,2,sbonds,88727.46,255.2,341.0,6635.2,12
01/12/2020,DCA,2.GO,2,gold,0.0,170.18,0.0,0.0,12
01/12/2020,DCA,2.CA,2,cash,0.0,1,0.0,0,12
02/01/2020,DCA,3.ST,3,stocks,0.0,194.59,0.0,0.0,12
02/01/2020,DCA,3.CB,3,cbonds,7447.68,77.58,96.0,7447.68,12
02/01/2020,DCA,3.SB,3,sbonds,0.0,253.28,0.0,0.0,12
02/01/2020,DCA,3.GO,3,gold,0.0,143.95,0.0,0.0,12
02/01/2020,DCA,3.CA,3,cash,833.0,1,833.0,833,12
04/02/2020,DCA,3.ST,3,stocks,0.0,197.91,0.0,0.0,12
04/02/2020,DCA,3.CB,3,cbonds,14881.2,79.08,190.0,7433.52,12
04/02/2020,DCA,3.SB,3,sbonds,0.0,259.09,0.0,0.0,12
04/02/2020,DCA,3.GO,3,gold,0.0,146.43,0.0,0.0,12
04/02/2020,DCA,3.CA,3,cash,1666.0,1,1666.0,833,12
02/03/2020,DCA,3.ST,3,stocks,0.0,182.42,0.0,0.0,12
02/03/2020,DCA,3.CB,3,cbonds,22284.96,81.36,281.0,7403.76,12
02/03/2020,DCA,3.SB,3,sbonds,0.0,262.95,0.0,0.0,12
02/03/2020,DCA,3.GO,3,gold,0.0,149.2,0.0,0.0,12
02/03/2020,DCA,3.CA,3,cash,2499.0,1,2499.0,833,12
01/04/2020,DCA,3.ST,3,stocks,0.0,149.96,0.0,0.0,12
01/04/2020,DCA,3.CB,3,cbonds,29659.68,76.82,377.0,7374.72,12
01/04/2020,DCA,3.SB,3,sbonds,0.0,267.37,0.0,0.0,12
01/04/2020,DCA,3.GO,3,gold,0.0,149.45,0.0,0.0,12
01/04/2020,DCA,3.CA,3,cash,3332.0,1,3332.0,833,12
04/05/2020,DCA,3.ST,3,stocks,0.0,168.68,0.0,0.0,12
04/05/2020,DCA,3.CB,3,cbonds,37013.24,79.93,469.0,7353.56,12
04/05/2020,DCA,3.SB,3,sbonds,0.0,267.85,0.0,0.0,12
04/05/2020,DCA,3.GO,3,gold,0.0,160.34,0.0,0.0,12
04/05/2020,DCA,3.CA,3,cash,4165.0,1,4165.0,833,12
02/06/2020,DCA,3.ST,3,stocks,0.0,180.7,0.0,0.0,12
02/06/2020,DCA,3.CB,3,cbonds,44320.34,81.19,559.0,7307.1,12
02/06/2020,DCA,3.SB,3,sbonds,0.0,262.14,0.0,0.0,12
02/06/2020,DCA,3.GO,3,gold,0.0,162.6,0.0,0.0,12
02/06/2020,DCA,3.CA,3,cash,4998.0,1,4998.0,833,12
01/07/2020,DCA,3.ST,3,stocks,0.0,181.47,0.0,0.0,12
01/07/2020,DCA,3.CB,3,cbonds,51544.82,83.04,646.0,7224.48,12
01/07/2020,DCA,3.SB,3,sbonds,0.0,261.9,0.0,0.0,12
01/07/2020,DCA,3.GO,3,gold,0.0,166.62,0.0,0.0,12
01/07/2020,DCA,3.CA,3,cash,5831.0,1,5831.0,833,12
03/08/2020,DCA,3.ST,3,stocks,0.0,183.09,0.0,0.0,12
03/08/2020,DCA,3.CB,3,cbonds,58687.52,82.1,733.0,7142.7,12
03/08/2020,DCA,3.SB,3,sbonds,0.0,259.49,0.0,0.0,12
03/08/2020,DCA,3.GO,3,gold,0.0,185.64,0.0,0.0,12
03/08/2020,DCA,3.CA,3,cash,6664.0,1,6664.0,833,12
01/09/2020,DCA,3.ST,3,stocks,0.0,191.15,0.0,0.0,12
01/09/2020,DCA,3.CB,3,cbonds,65779.93,79.69,822.0,7092.41,12
01/09/2020,DCA,3.SB,3,sbonds,0.0,254.04,0.0,0.0,12
01/09/2020,DCA,3.GO,3,gold,0.0,185.05,0.0,0.0,12
01/09/2020,DCA,3.CA,3,cash,7497.0,1,7497.0,833,12
01/10/2020,DCA,3.ST,3,stocks,0.0,188.14,0.0,0.0,12
01/10/2020,DCA,3.CB,3,cbonds,72863.47,81.42,909.0,7083.54,12
01/10/2020,DCA,3.SB,3,sbonds,0.0,258.68,0.0,0.0,12
01/10/2020,DCA,3.GO,3,gold,0.0,178.7,0.0,0.0,12
01/10/2020,DCA,3.CA,3,cash,8330.0,1,8330.0,833,12
02/11/2020,DCA,3.ST,3,stocks,0.0,185.44,0.0,0.0,12
02/11/2020,DCA,3.CB,3,cbonds,79938.31,81.32,996.0,7074.84,12
02/11/2020,DCA,3.SB,3,sbonds,0.0,260.66,0.0,0.0,12
02/11/2020,DCA,3.GO,3,gold,0.0,177.91,0.0,0.0,12
02/11/2020,DCA,3.CA,3,cash,9163.0,1,9163.0,833,12
01/12/2020,DCA,3.ST,3,stocks,0.0,201.74,0.0,0.0,12
01/12/2020,DCA,3.CB,3,cbonds,86948.77,80.58,1083.0,7010.46,12
01/12/2020,DCA,3.SB,3,sbonds,0.0,255.2,0.0,0.0,12
01/12/2020,DCA,3.GO,3,gold,0.0,170.18,0.0,0.0,12
01/12/2020,DCA,3.CA,3,cash,9996.0,1,9996.0,833,12
02/01/2020,DCA,4.ST,4,stocks,0.0,194.59,0.0,0.0,12
02/01/2020,DCA,4.CB,4,cbonds,7059.78,77.58,91.0,7059.78,12
02/01/2020,DCA,4.SB,4,sbonds,253.28,253.28,1.0,253.28,12
02/01/2020,DCA,4.GO,4,gold,0.0,143.95,0.0,0.0,12
02/01/2020,DCA,4.CA,4,cash,833.0,1,833.0,833,12
04/02/2020,DCA,4.ST,4,stocks,0.0,197.91,0.0,0.0,12
04/02/2020,DCA,4.CB,4,cbonds,14097.9,79.08,180.0,7038.12,12
04/02/2020,DCA,4.SB,4,sbonds,253.28,259.09,1.0,0.0,12
04/02/2020,DCA,4.GO,4,gold,0.0,146.43,0.0,0.0,12
04/02/2020,DCA,4.CA,4,cash,1666.0,1,1666.0,833,12
02/03/2020,DCA,4.ST,4,stocks,0.0,182.42,0.0,0.0,12
02/03/2020,DCA,4.CB,4,cbonds,21094.86,81.36,266.0,6996.96,12
02/03/2020,DCA,4.SB,4,sbonds,253.28,262.95,1.0,0.0,12
02/03/2020,DCA,4.GO,4,gold,0.0,149.2,0.0,0.0,12
02/03/2020,DCA,4.CA,4,cash,2499.0,1,2499.0,833,12
01/04/2020,DCA,4.ST,4,stocks,0.0,149.96,0.0,0.0,12
01/04/2020,DCA,4.CB,4,cbonds,28085.48,76.82,357.0,6990.62,12
01/04/2020,DCA,4.SB,4,sbonds,253.28,267.37,1.0,0.0,12
01/04/2020,DCA,4.GO,4,gold,0.0,149.45,0.0,0.0,12
01/04/2020,DCA,4.CA,4,cash,3332.0,1,3332.0,833,12
04/05/2020,DCA,4.ST,4,stocks,0.0,168.68,0.0,0.0,12
04/05/2020,DCA,4.CB,4,cbonds,35039.39,79.93,444.0,6953.91,12
04/05/2020,DCA,4.SB,4,sbonds,253.28,267.85,1.0,0.0,12
04/05/2020,DCA,4.GO,4,gold,0.0,160.34,0.0,0.0,12
04/05/2020,DCA,4.CA,4,cash,4165.0,1,4165.0,833,12
02/06/2020,DCA,4.ST,4,stocks,0.0,180.7,0.0,0.0,12
02/06/2020,DCA,4.CB,4,cbonds,41940.54,81.19,529.0,6901.15,12
02/06/2020,DCA,4.SB,4,sbonds,253.28,262.14,1.0,0.0,12
02/06/2020,DCA,4.GO,4,gold,0.0,162.6,0.0,0.0,12
02/06/2020,DCA,4.CA,4,cash,4998.0,1,4998.0,833,12
01/07/2020,DCA,4.ST,4,stocks,0.0,181.47,0.0,0.0,12
01/07/2020,DCA,4.CB,4,cbonds,48832.86,83.04,612.0,6892.32,12
01/07/2020,DCA,4.SB,4,sbonds,253.28,261.9,1.0,0.0,12
01/07/2020,DCA,4.GO,4,gold,0.0,166.62,0.0,0.0,12
01/07/2020,DCA,4.CA,4,cash,5831.0,1,5831.0,833,12
03/08/2020,DCA,4.ST,4,stocks,0.0,183.09,0.0,0.0,12
03/08/2020,DCA,4.CB,4,cbonds,55647.16,82.1,695.0,6814.3,12
03/08/2020,DCA,4.SB,4,sbonds,253.28,259.49,1.0,0.0,12
