asset alloc,method,timeframe,cost,volatility,return
4958,Oneoff,1,0.3511016212,1.6423709778,9.2132890582
4958,oneoff-rebal.,1,0.3510996122,2.4303039615,9.2683885205
4959,DCA,1,0.3431919459,1.5694435872,8.9031031813
4959,DCA-rebalance,1,0.3431899449,2.3430691650,8.9592503448
4959,Oneoff,1,0.3431919459,1.5694435872,8.9031031813
4959,oneoff-rebal.,1,0.3431899449,2.3430691650,8.9592503448
4960,DCA,1,0.3753746395,1.9637217693,9.4972277425
4960,DCA-rebalance,1,0.3753721508,2.8224923526,9.5610683937
4960,Oneoff,1,0.3753746395,1.9637217693,9.4972277425
4960,oneoff-rebal.,1,0.3753721508,2.8224923526,9.5610683937
4961,DCA,1,0.3661893290,1.8333029823,9.1746375420
4961,DCA-rebalance,1,0.3661877416,2.6619825022,9.2163819481
4961,Oneoff,1,0.3661893290,1.8333029823,9.1746375420
4961,oneoff-rebal.,1,0.3661877416,2.6619825022,9.2163819481
4962,DCA,1,0.3573158295,1.7274227959,8.8603101805
4962,DCA-rebalance,1,0.3573141933,2.5329651449,8.9044086261
4962,Oneoff,1,0.3573158295,1.7274227959,8.8603101805
4962,oneoff-rebal.,1,0.3573141933,2.5329651449,8.9044086261
4963,DCA,1,0.3812279642,2.0412937078,9.0848149018
4963,DCA-rebalance,1,0.3812251931,2.9186911074,9.1548150536
4963,Oneoff,1,0.3812279642,2.0412937078,9.0848149018
4963,oneoff-rebal.,1,0.3812251931,2.9186911074,9.1548150536
4964,DCA,1,0.3720804971,1.9142845322,8.7947464074
4964,DCA-rebalance,1,0.3720786273,2.7614604437,8.8431405409
4964,Oneoff,1,0.3720804971,1.9142845322,8.7947464074
4964,oneoff-rebal.,1,0.3720786273,2.7614604437,8.8431405409
4965,DCA,1,0.3866503984,2.1145964328,8.7027616991
4965,DCA-rebalance,1,0.3866473588,3.0100359886,8.7784683855
4965,Oneoff,1,0.3866503984,2.1145964328,8.7027616991
4965,oneoff-rebal.,1,0.3866473588,3.0100359886,8.7784683855
4966,DCA,1,0.1798894028,1.7326647684,21.5426069544
4966,DCA-rebalance,1,0.1798859582,2.5392787629,21.7267694397
4966,Oneoff,1,0.1798894028,1.7326647684,21.5426069544
4966,oneoff-rebal.,1,0.1798859582,2.5392787629,21.7267694397
4967,DCA,1,0.1819611538,1.3782745871,19.6672101777
4967,DCA-rebalance,1,0.1819587029,2.1185135222,19.7967740142
4967,Oneoff,1,0.1819611538,1.3782745871,19.6672101777
4967,oneoff-rebal.,1,0.1819587029,2.1185135222,19.7967740142
4968,DCA,1,0.1837517345,1.1653241072,18.0427978467
4968,DCA-rebalance,1,0.1837495870,1.8775489069,18.1552373605
4968,Oneoff,1,0.1837517345,1.1653241072,18.0427978467
4968,oneoff-rebal.,1,0.1837495870,1.8775489069,18.1552373605
4969,DCA,1,0.1852279416,1.0876415173,16.7022485928
4969,DCA-rebalance,1,0.1852258423,1.7927800501,16.8113027819
4969,Oneoff,1,0.1852279416,1.0876415173,16.7022485928
4969,oneoff-rebal.,1,0.1852258423,1.7927800501,16.8113027819
4970,DCA,1,0.1863695285,1.1023389754,15.6707127303
4970,DCA-rebalance,1,0.1864497508,1.7942996752,15.6543072091
4970,Oneoff,1,0.1863695285,1.1023389754,15.6707127303
4970,oneoff-rebal.,1,0.1864497508,1.7942996752,15.6543072091
4971,DCA,1,0.1874238160,1.1726527483,14.7129124874
4971,DCA-rebalance,1,0.1874919185,1.8720852730,14.7096531939
4971,Oneoff,1,0.1874238160,1.1726527483,14.7129124874
4971,oneoff-rebal.,1,0.1874919185,1.8720852730,14.7096531939
4972,DCA,1,0.1883267190,1.2683894626,13.8926421549
4972,DCA-rebalance,1,0.1883254389,1.9927749347,13.9580641737
4972,Oneoff,1,0.1883267190,1.2683894626,13.8926421549
4972,oneoff-rebal.,1,0.1883254389,1.9927749347,13.9580641737
4973,DCA,1,0.1891037663,1.3728838119,13.1876883046
4973,DCA-rebalance,1,0.1891026230,2.1123013485,13.2458859797
4973,Oneoff,1,0.1891037663,1.3728838119,13.1876883046
4973,oneoff-rebal.,1,0.1891026230,2.1123013485,13.2458859797
4974,DCA,1,0.1897420875,1.4734414573,12.6106774724
4974,DCA-rebalance,1,0.1897875998,2.2172628269,12.5993119955
4974,Oneoff,1,0.1897420875,1.4734414573,12.6106774724
4974,oneoff-rebal.,1,0.1897875998,2.2172628269,12.5993119955
4975,DCA,1,0.1903470090,1.5738057451,12.0617567243
4975,DCA-rebalance,1,0.1903464174,2.3482726921,12.0916763421
4975,Oneoff,1,0.1903470090,1.5738057451,12.0617567243
4975,oneoff-rebal.,1,0.1903464174,2.3482726921,12.0916763421
4976,DCA,1,0.1908879822,1.6674780773,11.5700400598
4976,DCA-rebalance,1,0.1908873388,2.4605170071,11.6024909541
4976,Oneoff,1,0.1908879822,1.6674780773,11.5700400598
4976,oneoff-rebal.,1,0.1908873388,2.4605170071,11.6024909541
4977,DCA,1,0.1913684680,1.7553953700,11.1340787924
4977,DCA-rebalance,1,0.1913679022,2.5669306511,11.1625428024
4977,Oneoff,1,0.1913684680,1.7553953700,11.1340787924
4977,oneoff-rebal.,1,0.1913679022,2.5669306511,11.1625428024
4978,DCA,1,0.1917739602,1.8347407007,10.7678359377
4978,DCA-rebalance,1,0.1917737441,2.6637527525,10.7786871013
4978,Oneoff,1,0.1917739602,1.8347407007,10.7678359377
4978,oneoff-rebal.,1,0.1917737441,2.6637527525,10.7786871013
4979,DCA,1,0.1921675696,1.9105172327,10.4106205063
4979,DCA-rebalance,1,0.1921674047,2.7568315738,10.4188863704
4979,Oneoff,1,0.1921675696,1.9105172327,10.4106205063
4979,oneoff-rebal.,1,0.1921674047,2.7568315738,10.4188863704
4980,DCA,1,0.1925275342,1.9798550079,10.0832631444
4980,DCA-rebalance,1,0.1925273075,2.8424758157,10.0945996220
4980,Oneoff,1,0.1925275342,1.9798550079,10.0832631444
4980,oneoff-rebal.,1,0.1925273075,2.8424758157,10.0945996220
4981,DCA,1,0.1928558659,2.0440184047,9.7846732073
4981,DCA-rebalance,1,0.1928555733,2.9220981104,9.7992818873
4981,Oneoff,1,0.1928558659,2.0440184047,9.7846732073
4981,oneoff-rebal.,1,0.1928555733,2.9220981104,9.7992818873
4982,DCA,1,0.2055429534,1.4361394053,19.8984780524
4982,DCA-rebalance,1,0.2055396943,2.1857686561,20.0509987037
4982,Oneoff,1,0.2055429534,1.4361394053,19.8984780524
4982,oneoff-rebal.,1,0.2055396943,2.1857686561,20.0509987037
4983,DCA,1,0.2050124623,1.1138909492,18.3151038802
4983,DCA-rebalance,1,0.2050105184,1.8212112272,18.4063270084
4983,Oneoff,1,0.2050124623,1.1138909492,18.3151038802
4983,oneoff-rebal.,1,0.2050105184,1.8212112272,18.4063270084
4984,DCA,1,0.2045410161,0.9304141118,16.9017030777
4984,DCA-rebalance,1,0.2045391091,1.6278853191,16.9914143276
4984,Oneoff,1,0.2045410161,0.9304141118,16.9017030777
4984,oneoff-rebal.,1,0.2045391091,1.6278853191,16.9914143276
4985,DCA,1,0.2041530229,0.8844620608,15.7397516362
4985,DCA-rebalance,1,0.2041513603,1.5816953141,15.8181198702
4985,Oneoff,1,0.2041530229,0.8844620608,15.7397516362
4985,oneoff-rebal.,1,0.2041513603,1.5816953141,15.8181198702
4986,DCA,1,0.2038458459,0.9303563881,14.8224623101
4986,DCA-rebalance,1,0.2038230184,1.6148126000,14.7989559843
4986,Oneoff,1,0.2038458459,0.9303563881,14.8224623101
4986,oneoff-rebal.,1,0.2038230184,1.6148126000,14.7989559843
4987,DCA,1,0.2035621022,1.0278765671,13.9714350548
4987,DCA-rebalance,1,0.2035610651,1.7289723265,14.0204734213
4987,Oneoff,1,0.2035621022,1.0278765671,13.9714350548
4987,oneoff-rebal.,1,0.2035610651,1.7289723265,14.0204734213
4988,DCA,1,0.2033188792,1.1442049202,13.2429449695
4988,DCA-rebalance,1,0.2033179763,1.8543317071,13.2856904815
4988,Oneoff,1,0.2033188792,1.1442049202,13.2429449695
4988,oneoff-rebal.,1,0.2033179763,1.8543317071,13.2856904815
4989,DCA,1,0.2031054086,1.2627806736,12.6026217939
4989,DCA-rebalance,1,0.2031044482,1.9864376287,12.6481376306
4989,Oneoff,1,0.2031054086,1.2627806736,12.6026217939
4989,oneoff-rebal.,1,0.2031044482,1.9864376287,12.6481376306
4990,DCA,1,0.2029315856,1.3740912495,12.0849506772
4990,DCA-rebalance,1,0.2029312562,2.1137083053,12.1005763375
4990,Oneoff,1,0.2029315856,1.3740912495,12.0849506772
4990,oneoff-rebal.,1,0.2029312562,2.1137083053,12.1005763375
4991,DCA,1,0.2027637700,1.4818523691,11.5813602544
4991,DCA-rebalance,1,0.2027633692,2.2393938950,11.6003890239
4991,Oneoff,1,0.2027637700,1.4818523691,11.5813602544
4991,oneoff-rebal.,1,0.2027633692,2.2393938950,11.6003890239
4992,DCA,1,0.2026150761,1.5824909817,11.1359427653
4992,DCA-rebalance,1,0.2026147461,2.3586306675,11.1516252712
4992,Oneoff,1,0.2026150761,1.5824909817,11.1359427653
4992,oneoff-rebal.,1,0.2026147461,2.3586306675,11.1516252712
4993,DCA,1,0.2024807104,1.6746738943,10.7326901618
4993,DCA-rebalance,1,0.2024803049,2.4691938081,10.7519755997
4993,Oneoff,1,0.2024807104,1.6746738943,10.7326901618
4993,oneoff-rebal.,1,0.2024803049,2.4691938081,10.7519755997
4994,DCA,1,0.2023685242,1.7586783177,10.3990114233
4994,DCA-rebalance,1,0.2023685242,2.5709313228,10.3990114233
4994,Oneoff,1,0.2023685242,1.7586783177,10.3990114233
4994,oneoff-rebal.,1,0.2023685242,2.5709313228,10.3990114233
4995,DCA,1,0.2022577638,1.8372070454,10.0664614144
4995,DCA-rebalance,1,0.2022577638,2.6667765736,10.0664614144
4995,Oneoff,1,0.2022577638,1.8372070454,10.0664614144
4995,oneoff-rebal.,1,0.2022577638,2.6667765736,10.0664614144
4996,DCA,1,0.2021568998,1.9096018735,9.7636242944
4996,DCA-rebalance,1,0.2021568193,2.7557053275,9.7674573908
4996,Oneoff,1,0.2021568998,1.9096018735,9.7636242944
4996,oneoff-rebal.,1,0.2021568193,2.7557053275,9.7674573908
4997,DCA,1,0.2285547855,1.2249187507,18.4022910283
4997,DCA-rebalance,1,0.2285513628,1.9438077496,18.5463656899
4997,Oneoff,1,0.2285547855,1.2249187507,18.4022910283
4997,oneoff-rebal.,1,0.2285513628,1.9438077496,18.5463656899
4998,DCA,1,0.2259804639,0.9287791569,17.0441911342
4998,DCA-rebalance,1,0.2259781424,1.6262225164,17.1430400735
4998,Oneoff,1,0.2259804639,0.9287791569,17.0441911342
4998,oneoff-rebal.,1,0.2259781424,1.6262225164,17.1430400735
4999,DCA,1,0.2236952854,0.7652168910,15.8354959801
4999,DCA-rebalance,1,0.2236932777,1.4669841729,15.9218653911
4999,Oneoff,1,0.2236952854,0.7652168910,15.8354959801
4999,oneoff-rebal.,1,0.2236932777,1.4669841729,15.9218653911
5000,DCA,1,0.2217677273,0.7430355743,14.8147599736
5000,DCA-rebalance,1,0.2217657380,1.4465711403,14.9010878326
5000,Oneoff,1,0.2217677273,0.7430355743,14.8147599736
5000,oneoff-rebal.,1,0.2217657380,1.4465711403,14.9010878326
5001,DCA,1,0.2202389702,0.8106413122,14.0087441808
5001,DCA-rebalance,1,0.2201285419,1.4977215917,14.0021009858
5001,Oneoff,1,0.2202389702,0.8106413122,14.0087441808
5001,oneoff-rebal.,1,0.2201285419,1.4977215917,14.0021009858
5002,DCA,1,0.2188247140,0.9256603067,13.2606071756
5002,DCA-rebalance,1,0.2188236166,1.6230702719,13.3088777972
5002,Oneoff,1,0.2188247140,0.9256603067,13.2606071756
5002,oneoff-rebal.,1,0.2188236166,1.6230702719,13.3088777972
5003,DCA,1,0.2175874464,1.0533074431,12.6051299911
5003,DCA-rebalance,1,0.2175862996,1.7559709932,12.6558686842
5003,Oneoff,1,0.2175874464,1.0533074431,12.6051299911
5003,oneoff-rebal.,1,0.2175862996,1.7559709932,12.6558686842
5004,DCA,1,0.2165096146,1.1801885912,12.0350196237
5004,DCA-rebalance,1,0.2165086028,1.8940000758,12.0800054622
5004,Oneoff,1,0.2165096146,1.1801885912,12.0350196237
5004,oneoff-rebal.,1,0.2165086028,1.8940000758,12.0800054622
5005,DCA,1,0.2156150391,1.2961018347,11.5637721883
5005,DCA-rebalance,1,0.2155494663,2.0135593843,11.5488973973
5005,Oneoff,1,0.2156150391,1.2961018347,11.5637721883
5005,oneoff-rebal.,1,0.2155494663,2.0135593843,11.5488973973
5006,DCA,1,0.2147595257,1.4085250337,11.1111496076
5006,DCA-rebalance,1,0.2147590903,2.1536241941,11.1306686785
5006,Oneoff,1,0.2147595257,1.4085250337,11.1111496076
5006,oneoff-rebal.,1,0.2147590903,2.1536241941,11.1306686785
5007,DCA,1,0.2139879831,1.5115462614,10.7021842143
5007,DCA-rebalance,1,0.2139874723,2.2744006192,10.7251684487
5007,Oneoff,1,0.2139879831,1.5115462614,10.7021842143
5007,oneoff-rebal.,1,0.2139874723,2.2744006192,10.7251684487
5008,DCA,1,0.2132975252,1.6069831081,10.3369246979
5008,DCA-rebalance,1,0.2132970883,2.3878875882,10.3566434876
5008,Oneoff,1,0.2132975252,1.6069831081,10.3369246979
5008,oneoff-rebal.,1,0.2132970883,2.3878875882,10.3566434876
5009,DCA,1,0.2127109989,1.6922419762,10.0282179609
5009,DCA-rebalance,1,0.2127109313,2.4904012330,10.0312746644
5009,Oneoff,1,0.2127109989,1.6922419762,10.0282179609
5009,oneoff-rebal.,1,0.2127109313,2.4904012330,10.0312746644
5010,DCA,1,0.2121345817,1.7726695060,9.7225489813
5010,DCA-rebalance,1,0.2121344316,2.5879553373,9.7293580678
5010,Oneoff,1,0.2121345817,1.7726695060,9.7225489813
5010,oneoff-rebal.,1,0.2121344316,2.5879553373,9.7293580678
5011,DCA,1,0.2485026015,1.1075911957,17.0925323497
5011,DCA-rebalance,1,0.2484987415,1.8143532990,17.2419909530
5011,Oneoff,1,0.2485026015,1.1075911957,17.0925323497
5011,oneoff-rebal.,1,0.2484987415,1.8143532990,17.2419909530
5012,DCA,1,0.2444232045,0.8357468189,15.9370492686
5012,DCA-rebalance,1,0.2444207704,1.5338746508,16.0328829963
5012,Oneoff,1,0.2444232045,0.8357468189,15.9370492686
5012,oneoff-rebal.,1,0.2444207704,1.5338746508,16.0328829963
5013,DCA,1,0.2407090176,0.6892955530,14.8794466654
5013,DCA-rebalance,1,0.2407066639,1.3984719430,14.9735511128
5013,Oneoff,1,0.2407090176,0.6892955530,14.8794466654
5013,oneoff-rebal.,1,0.2407066639,1.3984719430,14.9735511128
5014,DCA,1,0.2375679894,0.6786186710,13.9850491583
5014,DCA-rebalance,1,0.2375656824,1.3891580692,14.0785180324
5014,Oneoff,1,0.2375679894,0.6786186710,13.9850491583
5014,oneoff-rebal.,1,0.2375656824,1.3891580692,14.0785180324
5015,DCA,1,0.2350733045,0.7537527678,13.2791154313
5015,DCA-rebalance,1,0.2348917692,1.4450853653,13.2780762555
5015,Oneoff,1,0.2350733045,0.7537527678,13.2791154313
5015,oneoff-rebal.,1,0.2348917692,1.4450853653,13.2780762555
5016,DCA,1,0.2327165850,0.8721999128,12.6077502619
5016,DCA-rebalance,1,0.2325583793,1.5586998165,12.6150218215
5016,Oneoff,1,0.2327165850,0.8721999128,12.6077502619
5016,oneoff-rebal.,1,0.2325583793,1.5586998165,12.6150218215
5017,DCA,1,0.2306695844,1.0016432270,12.0255357652
5017,DCA-rebalance,1,0.2306683868,1.7013802280,12.0755162652
5017,Oneoff,1,0.2306695844,1.0016432270,12.0255357652
5017,oneoff-rebal.,1,0.2306683868,1.7013802280,12.0755162652
5018,DCA,1,0.2288521871,1.1283303890,11.5077542726
5018,DCA-rebalance,1,0.2288509485,1.8369550439,11.5598589653
5018,Oneoff,1,0.2288521871,1.1283303890,11.5077542726
5018,oneoff-rebal.,1,0.2288509485,1.8369550439,11.5598589653
5019,DCA,1,0.2273577417,1.2449021417,11.0854300761
5019,DCA-rebalance,1,0.2272474103,1.9561624990,11.0748260276
5019,Oneoff,1,0.2273577417,1.2449021417,11.0854300761
5019,oneoff-rebal.,1,0.2272474103,1.9561624990,11.0748260276
5020,DCA,1,0.2259023412,1.3565230807,10.6705990771
5020,DCA-rebalance,1,0.2259017121,2.0934342469,10.6974129798
5020,Oneoff,1,0.2259023412,1.3565230807,10.6705990771
5020,oneoff-rebal.,1,0.2259017121,2.0934342469,10.6974129798
5021,DCA,1,0.2246023008,1.4601918003,10.3007883104
5021,DCA-rebalance,1,0.2246017573,2.2139532161,10.3240898259
5021,Oneoff,1,0.2246023008,1.4601918003,10.3007883104
5021,oneoff-rebal.,1,0.2246017573,2.2139532161,10.3240898259
5022,DCA,1,0.2234189684,1.5549486013,9.9634690533
5022,DCA-rebalance,1,0.2234183580,2.3258337039,9.9897773666
5022,Oneoff,1,0.2234189684,1.5549486013,9.9634690533
5022,oneoff-rebal.,1,0.2234183580,2.3258337039,9.9897773666
5023,DCA,1,0.2224177528,1.6403362374,9.6802160548
5023,DCA-rebalance,1,0.2224175247,2.4278732855,9.6900922725
5023,Oneoff,1,0.2224177528,1.6403362374,9.6802160548
5023,oneoff-rebal.,1,0.2224175247,2.4278732855,9.6900922725
5024,DCA,1,0.2654740393,1.0712234665,16.0199380230
5024,DCA-rebalance,1,0.2654709319,1.7751186949,16.1325772624
5024,Oneoff,1,0.2654740393,1.0712234665,16.0199380230
5024,oneoff-rebal.,1,0.2654709319,1.7751186949,16.1325772624
5025,DCA,1,0.2602265723,0.8266672138,15.0035368342
5025,DCA-rebalance,1,0.2602245210,1.5251073264,15.0794036890
5025,Oneoff,1,0.2602265723,0.8266672138,15.0035368342
5025,oneoff-rebal.,1,0.2602245210,1.5251073264,15.0794036890
5026,DCA,1,0.2554412718,0.6950694567,14.0726543272
5026,DCA-rebalance,1,0.2554392373,1.4035472157,14.1493141382
5026,Oneoff,1,0.2554412718,0.6950694567,14.0726543272
5026,oneoff-rebal.,1,0.2554392373,1.4035472157,14.1493141382
5027,DCA,1,0.2513857857,0.6852741912,13.2848180981
5027,DCA-rebalance,1,0.2513840330,1.3949602874,13.3519285179
5027,Oneoff,1,0.2513857857,0.6852741912,13.2848180981
5027,oneoff-rebal.,1,0.2513840330,1.3949602874,13.3519285179
5028,DCA,1,0.2480968735,0.7540867440,12.6481807291
5028,DCA-rebalance,1,0.2478593131,1.4458770283,12.6385255114
5028,Oneoff,1,0.2480968735,0.7540867440,12.6481807291
5028,oneoff-rebal.,1,0.2478593131,1.4458770283,12.6385255114
5029,DCA,1,0.2450148271,0.8642279050,12.0493029481
5029,DCA-rebalance,1,0.2450139293,1.5616943713,12.0845815177
5029,Oneoff,1,0.2450148271,0.8642279050,12.0493029481
5029,oneoff-rebal.,1,0.2450139293,1.5616943713,12.0845815177
5030,DCA,1,0.2422868023,0.9857525183,11.5183244348
5030,DCA-rebalance,1,0.2422858374,1.6848028341,11.5566656503
5030,Oneoff,1,0.2422868023,0.9857525183,11.5183244348
5030,oneoff-rebal.,1,0.2422858374,1.6848028341,11.5566656503
5031,DCA,1,0.2398858140,1.1071813190,11.0518348382
5031,DCA-rebalance,1,0.2398849893,1.8139378645,11.0849359453
5031,Oneoff,1,0.2398858140,1.1071813190,11.0518348382
5031,oneoff-rebal.,1,0.2398849893,1.8139378645,11.0849359453
5032,DCA,1,0.2378754764,1.2188856298,10.6630411900
5032,DCA-rebalance,1,0.2378751313,1.9370879586,10.6770118861
5032,Oneoff,1,0.2378754764,1.2188856298,10.6630411900
5032,oneoff-rebal.,1,0.2378751313,1.9370879586,10.6770118861
5033,DCA,1,0.2359378209,1.3277027361,10.2864809239
5033,DCA-rebalance,1,0.2359375502,2.0603290534,10.2975280052
5033,Oneoff,1,0.2359378209,1.3277027361,10.2864809239
5033,oneoff-rebal.,1,0.2359375502,2.0603290534,10.2975280052
5034,DCA,1,0.2341775459,1.4280118552,9.9436721159
5034,DCA-rebalance,1,0.2341772010,2.1763203068,9.9578556931
5034,Oneoff,1,0.2341775459,1.4280118552,9.9436721159
5034,oneoff-rebal.,1,0.2341772010,2.1763203068,9.9578556931
5035,DCA,1,0.2325816596,1.5207737141,9.6328775375
5035,DCA-rebalance,1,0.2325812362,2.2853114425,9.6504056943
5035,Oneoff,1,0.2325816596,1.5207737141,9.6328775375
5035,oneoff-rebal.,1,0.2325812362,2.2853114425,9.6504056943
5036,DCA,1,0.2809802782,1.0963931457,14.9993498515
5036,DCA-rebalance,1,0.2809767963,1.8022293148,15.1186123984
5036,Oneoff,1,0.2809802782,1.0963931457,14.9993498515
5036,oneoff-rebal.,1,0.2809767963,1.8022293148,15.1186123984
5037,DCA,1,0.2748436134,0.8801720360,14.1156580406
5037,DCA-rebalance,1,0.2748412151,1.5774339092,14.1996469067
5037,Oneoff,1,0.2748436134,0.8801720360,14.1156580406
5037,oneoff-rebal.,1,0.2748412151,1.5774339092,14.1996469067
5038,DCA,1,0.2692314433,0.7612191430,13.3048222721
5038,DCA-rebalance,1,0.2692293606,1.4632847558,13.3792824322
5038,Oneoff,1,0.2692314433,0.7612191430,13.3048222721
5038,oneoff-rebal.,1,0.2692293606,1.4632847558,13.3792824322
5039,DCA,1,0.2643719198,0.7444607803,12.6016951552
5039,DCA-rebalance,1,0.2643698736,1.4478759462,12.6762019927
5039,Oneoff,1,0.2643719198,0.7444607803,12.6016951552
5039,oneoff-rebal.,1,0.2643698736,1.4478759462,12.6762019927
5040,DCA,1,0.2604597774,0.7975996191,12.0396900383
5040,DCA-rebalance,1,0.2601742708,1.4868809140,12.0347255910
5040,Oneoff,1,0.2604597774,0.7975996191,12.0396900383
5040,oneoff-rebal.,1,0.2601742708,1.4868809140,12.0347255910
5041,DCA,1,0.2567203970,0.8893987120,11.4983868692
5041,DCA-rebalance,1,0.2567192475,1.5866172490,11.5414959023
5041,Oneoff,1,0.2567203970,0.8893987120,11.4983868692
5041,oneoff-rebal.,1,0.2567192475,1.5866172490,11.5414959023
5042,DCA,1,0.2534374941,0.9968633905,11.0240134302
5042,DCA-rebalance,1,0.2534364907,1.6963850998,11.0621299469
5042,Oneoff,1,0.2534374941,0.9968633905,11.0240134302
5042,oneoff-rebal.,1,0.2534364907,1.6963850998,11.0621299469
5043,DCA,1,0.2504951747,1.1064461712,10.5980439204
5043,DCA-rebalance,1,0.2504941301,1.8131384668,10.6381966617
5043,Oneoff,1,0.2504951747,1.1064461712,10.5980439204
5043,oneoff-rebal.,1,0.2504941301,1.8131384668,10.6381966617
5044,DCA,1,0.2480559667,1.2107672659,10.2481265885
5044,DCA-rebalance,1,0.2480555903,1.9280152740,10.2627380618
5044,Oneoff,1,0.2480559667,1.2107672659,10.2481265885
5044,oneoff-rebal.,1,0.2480555903,1.9280152740,10.2627380618
5045,DCA,1,0.2456631626,1.3122932528,9.9015521690
5045,DCA-rebalance,1,0.2456626994,2.0427007713,9.9197087353
5045,Oneoff,1,0.2456631626,1.3122932528,9.9015521690
5045,oneoff-rebal.,1,0.2456626994,2.0427007713,9.9197087353
5046,DCA,1,0.2434973416,1.4075531998,9.5878540591
5046,DCA-rebalance,1,0.2434968142,2.1524939594,9.6087109425
5046,Oneoff,1,0.2434973416,1.4075531998,9.5878540591
5046,oneoff-rebal.,1,0.2434968142,2.1524939594,9.6087109425
5047,DCA,1,0.2947603068,1.1621017001,14.0923772312
5047,DCA-rebalance,1,0.2947564741,1.8739916929,14.2175269243
5047,Oneoff,1,0.2947603068,1.1621017001,14.0923772312
5047,oneoff-rebal.,1,0.2947564741,1.8739916929,14.2175269243
5048,DCA,1,0.2879960275,0.9703982114,13.3258565211
5048,DCA-rebalance,1,0.2879935933,1.6688708840,13.4072146588
5048,Oneoff,1,0.2879960275,0.9703982114,13.3258565211
5048,oneoff-rebal.,1,0.2879935933,1.6688708840,13.4072146588
5049,DCA,1,0.2816717741,0.8599171340,12.6044156762
5049,DCA-rebalance,1,0.2816693840,1.5574473225,12.6860969020
5049,Oneoff,1,0.2816717741,0.8599171340,12.6044156762
5049,oneoff-rebal.,1,0.2816693840,1.5574473225,12.6860969020
5050,DCA,1,0.2762298776,0.8341655673,11.9846098694
5050,DCA-rebalance,1,0.2762277932,1.5323491490,12.0572571493
5050,Oneoff,1,0.2762298776,0.8341655673,11.9846098694
5050,oneoff-rebal.,1,0.2762277932,1.5323491490,12.0572571493
5051,DCA,1,0.2717600894,0.8687834337,11.4776120824
5051,DCA-rebalance,1,0.2714353224,1.5559844211,11.4848286931
5051,Oneoff,1,0.2717600894,0.8687834337,11.4776120824
5051,oneoff-rebal.,1,0.2714353224,1.5559844211,11.4848286931
5052,DCA,1,0.2675246509,0.9404056878,10.9950926958
5052,DCA-rebalance,1,0.2675234647,1.6380714565,11.0377856198
5052,Oneoff,1,0.2675246509,0.9404056878,10.9950926958
5052,oneoff-rebal.,1,0.2675234647,1.6380714565,11.0377856198
5053,DCA,1,0.2637373439,1.0294863253,10.5628014972
5053,DCA-rebalance,1,0.2637361082,1.7306751153,10.6079136305
5053,Oneoff,1,0.2637373439,1.0294863253,10.5628014972
5053,oneoff-rebal.,1,0.2637361082,1.7306751153,10.6079136305
5054,DCA,1,0.2603738115,1.1256423027,10.1796569359
5054,DCA-rebalance,1,0.2603727330,1.8340239870,10.2195412651
5054,Oneoff,1,0.2603738115,1.1256423027,10.1796569359
5054,oneoff-rebal.,1,0.2603727330,1.8340239870,10.2195412651
5055,DCA,1,0.2575354802,1.2188422376,9.8580141160
5055,DCA-rebalance,1,0.2573268088,1.9279897627,9.8528971940
5055,Oneoff,1,0.2575354802,1.2188422376,9.8580141160
5055,oneoff-rebal.,1,0.2573268088,1.9279897627,9.8528971940
5056,DCA,1,0.2547628254,1.3117147198,9.5413877676
5056,DCA-rebalance,1,0.2547621690,2.0420382843,9.5661969360
5056,Oneoff,1,0.2547628254,1.3117147198,9.5413877676
5056,oneoff-rebal.,1,0.2547621690,2.0420382843,9.5661969360
5057,DCA,1,0.3068333736,1.2481355469,13.3331208524
5057,DCA-rebalance,1,0.3068303113,1.9699007527,13.4291871348
5057,Oneoff,1,0.3068333736,1.2481355469,13.3331208524
5057,oneoff-rebal.,1,0.3068303113,1.9699007527,13.4291871348
5058,DCA,1,0.2995066071,1.0742583689,12.6476450404
5058,DCA-rebalance,1,0.2995045868,1.7783880892,12.7125807663
5058,Oneoff,1,0.2995066071,1.0742583689,12.6476450404
5058,oneoff-rebal.,1,0.2995045868,1.7783880892,12.7125807663
5059,DCA,1,0.2927054184,0.9692979223,12.0089053641
5059,DCA-rebalance,1,0.2927036686,1.6677395396,12.0664555592
5059,Oneoff,1,0.2927054184,0.9692979223,12.0089053641
5059,oneoff-rebal.,1,0.2927036686,1.6677395396,12.0664555592
5060,DCA,1,0.2867370103,0.9344284482,11.4474301959
5060,DCA-rebalance,1,0.2867352421,1.6319751300,11.5068013136
5060,Oneoff,1,0.2867370103,0.9344284482,11.4474301959
5060,oneoff-rebal.,1,0.2867352421,1.6319751300,11.5068013136
5061,DCA,1,0.2818776769,0.9537561955,10.9940194323
5061,DCA-rebalance,1,0.2815216386,1.6417109610,10.9855461078
5061,Oneoff,1,0.2818776769,0.9537561955,10.9940194323
5061,oneoff-rebal.,1,0.2815216386,1.6417109610,10.9855461078
5062,DCA,1,0.2771867648,1.0056799944,10.5525104707
5062,DCA-rebalance,1,0.2771858628,1.7056129728,10.5838452739
5062,Oneoff,1,0.2771867648,1.0056799944,10.5525104707
5062,oneoff-rebal.,1,0.2771858628,1.7056129728,10.5838452739
5063,DCA,1,0.2730307563,1.0780747294,10.1621385346
5063,DCA-rebalance,1,0.2730299816,1.7824983376,10.1894619763
