asset alloc,method,timeframe,cost,volatility,return
1490,Oneoff,1,0.1504703489,1.0889454007,2.9362053888
1490,oneoff-rebal.,1,0.1506889899,1.7836125142,2.9341010513
1491,DCA,1,0.1533550882,1.1172116965,2.9566766128
1491,DCA-rebalance,1,0.1535490522,1.8147724567,2.9546092021
1491,Oneoff,1,0.1533550882,1.1172116965,2.9566766128
1491,oneoff-rebal.,1,0.1535490522,1.8147724567,2.9546092021
1492,DCA,1,0.1559060233,1.1697008831,2.9755833260
1492,DCA-rebalance,1,0.1560793917,1.8727276860,2.9735541969
1492,Oneoff,1,0.1559060233,1.1697008831,2.9755833260
1492,oneoff-rebal.,1,0.1560793917,1.8727276860,2.9735541969
1493,DCA,1,0.1582070383,1.2348828887,2.9918702453
1493,DCA-rebalance,1,0.1583628165,1.9456502616,2.9898859027
1493,Oneoff,1,0.1582070383,1.2348828887,2.9918702453
1493,oneoff-rebal.,1,0.1583628165,1.9456502616,2.9898859027
1494,DCA,1,0.1601252475,1.3057103709,3.0085024035
1494,DCA-rebalance,1,0.1602670784,2.0260418110,3.0065496551
1494,Oneoff,1,0.1601252475,1.3057103709,3.0085024035
1494,oneoff-rebal.,1,0.1602670784,2.0260418110,3.0065496551
1495,DCA,1,0.1620164191,1.3794670562,3.0217435094
1495,DCA-rebalance,1,0.1621451372,2.1109947695,3.0198381904
1495,Oneoff,1,0.1620164191,1.3794670562,3.0217435094
1495,oneoff-rebal.,1,0.1621451372,2.1109947695,3.0198381904
1496,DCA,1,0.1637363252,1.4528793090,3.0337854941
1496,DCA-rebalance,1,0.1638536685,2.1966473612,3.0319272033
1496,Oneoff,1,0.1637363252,1.4528793090,3.0337854941
1496,oneoff-rebal.,1,0.1638536685,2.1966473612,3.0319272033
1497,DCA,1,0.1544444299,1.3208551571,2.6150557773
1497,DCA-rebalance,1,0.1544444299,2.0524926184,2.6150557773
1497,Oneoff,1,0.1544444299,1.3208551571,2.6150557773
1497,oneoff-rebal.,1,0.1544444299,2.0524926184,2.6150557773
1498,DCA,1,0.1574715381,1.1471184624,2.6641738179
1498,DCA-rebalance,1,0.1574715381,1.8575399583,2.6641738179
1498,Oneoff,1,0.1574715381,1.1471184624,2.6641738179
1498,oneoff-rebal.,1,0.1574715381,1.8575399583,2.6641738179
1499,DCA,1,0.1603309730,1.0350218214,2.7060962161
1499,DCA-rebalance,1,0.1603309730,1.7365458285,2.7060962161
1499,Oneoff,1,0.1603309730,1.0350218214,2.7060962161
1499,oneoff-rebal.,1,0.1603309730,1.7365458285,2.7060962161
1500,DCA,1,0.1628144149,0.9886648939,2.7434268584
1500,DCA-rebalance,1,0.1628144149,1.6878432114,2.7434268584
1500,Oneoff,1,0.1628144149,0.9886648939,2.7434268584
1500,oneoff-rebal.,1,0.1628144149,1.6878432114,2.7434268584
1501,DCA,1,0.1648703168,0.9936323095,2.7763010620
1501,DCA-rebalance,1,0.1650196419,1.6830862519,2.7749544458
1501,Oneoff,1,0.1648703168,0.9936323095,2.7763010620
1501,oneoff-rebal.,1,0.1650196419,1.6830862519,2.7749544458
1502,DCA,1,0.1668319679,1.0324608098,2.8056782213
1502,DCA-rebalance,1,0.1669651135,1.7243456395,2.8042885707
1502,Oneoff,1,0.1668319679,1.0324608098,2.8056782213
1502,oneoff-rebal.,1,0.1669651135,1.7243456395,2.8042885707
1503,DCA,1,0.1685973357,1.0925124576,2.8313331233
1503,DCA-rebalance,1,0.1687167106,1.7889194196,2.8299196304
1503,Oneoff,1,0.1685973357,1.0925124576,2.8313331233
1503,oneoff-rebal.,1,0.1687167106,1.7889194196,2.8299196304
1504,DCA,1,0.1701741728,1.1648464435,2.8549867169
1504,DCA-rebalance,1,0.1702818808,1.8681683121,2.8535585255
1504,Oneoff,1,0.1701741728,1.1648464435,2.8549867169
1504,oneoff-rebal.,1,0.1702818808,1.8681683121,2.8535585255
1505,DCA,1,0.1715114351,1.2398720600,2.8766443251
1505,DCA-rebalance,1,0.1716097172,1.9519374762,2.8752052305
1505,Oneoff,1,0.1715114351,1.2398720600,2.8766443251
1505,oneoff-rebal.,1,0.1716097172,1.9519374762,2.8752052305
1506,DCA,1,0.1728236665,1.3176541541,2.8955776409
1506,DCA-rebalance,1,0.1729131173,2.0403286537,2.8941422964
1506,Oneoff,1,0.1728236665,1.3176541541,2.8955776409
1506,oneoff-rebal.,1,0.1729131173,2.0403286537,2.8941422964
1507,DCA,1,0.1727673467,1.2131059006,2.4240556262
1507,DCA-rebalance,1,0.1727810678,1.9293686428,2.4228021778
1507,Oneoff,1,0.1727673467,1.2131059006,2.4240556262
1507,oneoff-rebal.,1,0.1727810678,1.9293686428,2.4228021778
1508,DCA,1,0.1745064045,1.0523665656,2.4824214005
1508,DCA-rebalance,1,0.1745064045,1.7549804119,2.4824214005
1508,Oneoff,1,0.1745064045,1.0523665656,2.4824214005
1508,oneoff-rebal.,1,0.1745064045,1.7549804119,2.4824214005
1509,DCA,1,0.1761365683,0.9516766722,2.5348537558
1509,DCA-rebalance,1,0.1761365683,1.6496132818,2.5348537558
1509,Oneoff,1,0.1761365683,0.9516766722,2.5348537558
1509,oneoff-rebal.,1,0.1761365683,1.6496132818,2.5348537558
1510,DCA,1,0.1775798772,0.9138028414,2.5803866384
1510,DCA-rebalance,1,0.1775798772,1.6110924564,2.5803866384
1510,Oneoff,1,0.1775798772,0.9138028414,2.5803866384
1510,oneoff-rebal.,1,0.1775798772,1.6110924564,2.5803866384
1511,DCA,1,0.1787638972,0.9265648080,2.6212544617
1511,DCA-rebalance,1,0.1788507619,1.6146070388,2.6205928213
1511,Oneoff,1,0.1787638972,0.9265648080,2.6212544617
1511,oneoff-rebal.,1,0.1788507619,1.6146070388,2.6205928213
1512,DCA,1,0.1799145513,0.9706801740,2.6573643460
1512,DCA-rebalance,1,0.1799922749,1.6601901770,2.6565986845
1512,Oneoff,1,0.1799145513,0.9706801740,2.6573643460
1512,oneoff-rebal.,1,0.1799922749,1.6601901770,2.6565986845
1513,DCA,1,0.1809403535,1.0358267260,2.6903072298
1513,DCA-rebalance,1,0.1810103547,1.7287064108,2.6894595377
1513,Oneoff,1,0.1809403535,1.0358267260,2.6903072298
1513,oneoff-rebal.,1,0.1810103547,1.7287064108,2.6894595377
1514,DCA,1,0.1818724122,1.1107356983,2.7195204133
1514,DCA-rebalance,1,0.1819357458,1.8093511326,2.7186119664
1514,Oneoff,1,0.1818724122,1.1107356983,2.7195204133
1514,oneoff-rebal.,1,0.1819357458,1.8093511326,2.7186119664
1515,DCA,1,0.1826597972,1.1880598756,2.7463858456
1515,DCA-rebalance,1,0.1827177572,1.8944568007,2.7454269276
1515,Oneoff,1,0.1826597972,1.1880598756,2.7463858456
1515,oneoff-rebal.,1,0.1827177572,1.8944568007,2.7454269276
1516,DCA,1,0.1893986070,1.1486545255,2.2502051785
1516,DCA-rebalance,1,0.1894036989,1.8580472687,2.2490937968
1516,Oneoff,1,0.1893986070,1.1486545255,2.2502051785
1516,oneoff-rebal.,1,0.1894036989,1.8580472687,2.2490937968
1517,DCA,1,0.1900415001,1.0004739699,2.3171566104
1517,DCA-rebalance,1,0.1900415001,1.7001689665,2.3171566104
1517,Oneoff,1,0.1900415001,1.0004739699,2.3171566104
1517,oneoff-rebal.,1,0.1900415001,1.7001689665,2.3171566104
1518,DCA,1,0.1906561713,0.9078435012,2.3770609223
1518,DCA-rebalance,1,0.1906561713,1.6050917995,2.3770609223
1518,Oneoff,1,0.1906561713,0.9078435012,2.3770609223
1518,oneoff-rebal.,1,0.1906561713,1.6050917995,2.3770609223
1519,DCA,1,0.1911959437,0.8759215389,2.4305153569
1519,DCA-rebalance,1,0.1911959437,1.5732421116,2.4305153569
1519,Oneoff,1,0.1911959437,0.8759215389,2.4305153569
1519,oneoff-rebal.,1,0.1911959437,1.5732421116,2.4305153569
1520,DCA,1,0.1916470229,0.8911089061,2.4770122329
1520,DCA-rebalance,1,0.1916799366,1.5793641871,2.4769432324
1520,Oneoff,1,0.1916470229,0.8911089061,2.4770122329
1520,oneoff-rebal.,1,0.1916799366,1.5793641871,2.4769432324
1521,DCA,1,0.1920810452,0.9372750925,2.5198992224
1521,DCA-rebalance,1,0.1921106335,1.6262818633,2.5196735514
1521,Oneoff,1,0.1920810452,0.9372750925,2.5198992224
1521,oneoff-rebal.,1,0.1921106335,1.6262818633,2.5196735514
1522,DCA,1,0.1924747002,1.0021129252,2.5580663140
1522,DCA-rebalance,1,0.1925014249,1.6935572773,2.5577162784
1522,Oneoff,1,0.1924747002,1.0021129252,2.5580663140
1522,oneoff-rebal.,1,0.1925014249,1.6935572773,2.5577162784
1523,DCA,1,0.1928310711,1.0768381919,2.5926184960
1523,DCA-rebalance,1,0.1928553286,1.7730691779,2.5921680665
1523,Oneoff,1,0.1928310711,1.0768381919,2.5926184960
1523,oneoff-rebal.,1,0.1928553286,1.7730691779,2.5921680665
1524,DCA,1,0.2039931551,1.1250529699,2.0992505835
1524,DCA-rebalance,1,0.2039931551,1.8333911192,2.0992505835
1524,Oneoff,1,0.2039931551,1.1250529699,2.0992505835
1524,oneoff-rebal.,1,0.2039931551,1.8333911192,2.0992505835
1525,DCA,1,0.2037588774,0.9871097720,2.1719295810
1525,DCA-rebalance,1,0.2037588774,1.6862242909,2.1719295810
1525,Oneoff,1,0.2037588774,0.9871097720,2.1719295810
1525,oneoff-rebal.,1,0.2037588774,1.6862242909,2.1719295810
1526,DCA,1,0.2035368985,0.9016047345,2.2386886625
1526,DCA-rebalance,1,0.2035368985,1.5988279581,2.2386886625
1526,Oneoff,1,0.2035368985,0.9016047345,2.2386886625
1526,oneoff-rebal.,1,0.2035368985,1.5988279581,2.2386886625
1527,DCA,1,0.2033384190,0.8713978320,2.2975550960
1527,DCA-rebalance,1,0.2033384190,1.5687697553,2.2975550960
1527,Oneoff,1,0.2033384190,0.8713978320,2.2975550960
1527,oneoff-rebal.,1,0.2033384190,1.5687697553,2.2975550960
1528,DCA,1,0.2031742138,0.8867387830,2.3495299058
1528,DCA-rebalance,1,0.2031621175,1.5753129479,2.3499489829
1528,Oneoff,1,0.2031742138,0.8867387830,2.3495299058
1528,oneoff-rebal.,1,0.2031621175,1.5753129479,2.3499489829
1529,DCA,1,0.2030134275,0.9298209984,2.3970512143
1529,DCA-rebalance,1,0.2030025235,1.6189838527,2.3972771864
1529,Oneoff,1,0.2030134275,0.9298209984,2.3970512143
1529,oneoff-rebal.,1,0.2030025235,1.6189838527,2.3972771864
1530,DCA,1,0.2028681448,0.9916224861,2.4399903489
1530,DCA-rebalance,1,0.2028582651,1.6828705720,2.4400575554
1530,Oneoff,1,0.2028681448,0.9916224861,2.4399903489
1530,oneoff-rebal.,1,0.2028582651,1.6828705720,2.4400575554
1531,DCA,1,0.2179111579,1.1298030065,1.9536935953
1531,DCA-rebalance,1,0.2179111579,1.8385766637,1.9536935953
1531,Oneoff,1,0.2179111579,1.1298030065,1.9536935953
1531,oneoff-rebal.,1,0.2179111579,1.8385766637,1.9536935953
1532,DCA,1,0.2169097128,1.0026588739,2.0320008471
1532,DCA-rebalance,1,0.2169097128,1.7024556473,2.0320008471
1532,Oneoff,1,0.2169097128,1.0026588739,2.0320008471
1532,oneoff-rebal.,1,0.2169097128,1.7024556473,2.0320008471
1533,DCA,1,0.2159427517,0.9216002692,2.1038057033
1533,DCA-rebalance,1,0.2159427517,1.6189692503,2.1038057033
1533,Oneoff,1,0.2159427517,0.9216002692,2.1038057033
1533,oneoff-rebal.,1,0.2159427517,1.6189692503,2.1038057033
1534,DCA,1,0.2150858680,0.8920184311,2.1682268644
1534,DCA-rebalance,1,0.2150858680,1.5892398638,2.1682268644
1534,Oneoff,1,0.2150858680,0.8920184311,2.1682268644
1534,oneoff-rebal.,1,0.2150858680,1.5892398638,2.1682268644
1535,DCA,1,0.2143641552,0.9033038339,2.2241906408
1535,DCA-rebalance,1,0.2143112920,1.5921273508,2.2250566344
1535,Oneoff,1,0.2143641552,0.9033038339,2.2241906408
1535,oneoff-rebal.,1,0.2143112920,1.5921273508,2.2250566344
1536,DCA,1,0.2136603517,0.9409285298,2.2762989898
1536,DCA-rebalance,1,0.2136125333,1.6305415940,2.2769402938
1536,Oneoff,1,0.2136603517,0.9409285298,2.2762989898
1536,oneoff-rebal.,1,0.2136125333,1.6305415940,2.2769402938
1537,DCA,1,0.2306972186,1.1594368514,1.8204012090
1537,DCA-rebalance,1,0.2306842429,1.8700455981,1.8196047990
1537,Oneoff,1,0.2306972186,1.1594368514,1.8204012090
1537,oneoff-rebal.,1,0.2306842429,1.8700455981,1.8196047990
1538,DCA,1,0.2290356698,1.0405318418,1.9025459485
1538,DCA-rebalance,1,0.2290356698,1.7423899366,1.9025459485
1538,Oneoff,1,0.2290356698,1.0405318418,1.9025459485
1538,oneoff-rebal.,1,0.2290356698,1.7423899366,1.9025459485
1539,DCA,1,0.2274464824,0.9638119293,1.9791627571
1539,DCA-rebalance,1,0.2274464824,1.6620915525,1.9791627571
1539,Oneoff,1,0.2274464824,0.9638119293,1.9791627571
1539,oneoff-rebal.,1,0.2274464824,1.6620915525,1.9791627571
1540,DCA,1,0.2260131175,0.9319050995,2.0474991179
1540,DCA-rebalance,1,0.2260131175,1.6294223187,2.0474991179
1540,Oneoff,1,0.2260131175,0.9319050995,2.0474991179
1540,oneoff-rebal.,1,0.2260131175,1.6294223187,2.0474991179
1541,DCA,1,0.2248100175,0.9382037724,2.1071858556
1541,DCA-rebalance,1,0.2247217361,1.6276349443,2.1084394970
1541,Oneoff,1,0.2248100175,0.9382037724,2.1071858556
1541,oneoff-rebal.,1,0.2247217361,1.6276349443,2.1084394970
1542,DCA,1,0.2420715169,1.2052957973,1.7024419155
1542,DCA-rebalance,1,0.2424746355,1.9155497518,1.6943733470
1542,Oneoff,1,0.2420715169,1.2052957973,1.7024419155
1542,oneoff-rebal.,1,0.2424746355,1.9155497518,1.6943733470
1543,DCA,1,0.2398894398,1.0943314308,1.7881140773
1543,DCA-rebalance,1,0.2398894398,1.8000302617,1.7881140773
1543,Oneoff,1,0.2398894398,1.0943314308,1.7881140773
1543,oneoff-rebal.,1,0.2398894398,1.8000302617,1.7881140773
1544,DCA,1,0.2377646795,1.0193072195,1.8679906754
1544,DCA-rebalance,1,0.2377646795,1.7199417084,1.8679906754
1544,Oneoff,1,0.2377646795,1.0193072195,1.8679906754
1544,oneoff-rebal.,1,0.2377646795,1.7199417084,1.8679906754
1545,DCA,1,0.2358548279,0.9850538663,1.9397881659
1545,DCA-rebalance,1,0.2358548279,1.6840855716,1.9397881659
1545,Oneoff,1,0.2358548279,0.9850538663,1.9397881659
1545,oneoff-rebal.,1,0.2358548279,1.6840855716,1.9397881659
1546,DCA,1,0.2530069128,1.2630957645,1.5884191448
1546,DCA-rebalance,1,0.2530069128,1.9868057715,1.5884191448
1546,Oneoff,1,0.2530069128,1.2630957645,1.5884191448
1546,oneoff-rebal.,1,0.2530069128,1.9868057715,1.5884191448
1547,DCA,1,0.2503379066,1.1574988193,1.6765156406
1547,DCA-rebalance,1,0.2503379066,1.8689526558,1.6765156406
1547,Oneoff,1,0.2503379066,1.1574988193,1.6765156406
1547,oneoff-rebal.,1,0.2503379066,1.8689526558,1.6765156406
1548,DCA,1,0.2477486582,1.0840282824,1.7593900151
1548,DCA-rebalance,1,0.2477486582,1.7889126764,1.7593900151
1548,Oneoff,1,0.2477486582,1.0840282824,1.7593900151
1548,oneoff-rebal.,1,0.2477486582,1.7889126764,1.7593900151
1549,DCA,1,0.2631237777,1.3270808068,1.4825504011
1549,DCA-rebalance,1,0.2631237777,2.0596195842,1.4825504011
1549,Oneoff,1,0.2631237777,1.3270808068,1.4825504011
1549,oneoff-rebal.,1,0.2631237777,2.0596195842,1.4825504011
1550,DCA,1,0.2600563959,1.2263799513,1.5727139791
1550,DCA-rebalance,1,0.2600563959,1.9454826467,1.5727139791
1550,Oneoff,1,0.2600563959,1.2263799513,1.5727139791
1550,oneoff-rebal.,1,0.2600563959,1.9454826467,1.5727139791
1551,DCA,1,0.2722381547,1.3941612136,1.3880800890
1551,DCA-rebalance,1,0.2725304698,2.1308822670,1.3815670753
1551,Oneoff,1,0.2722381547,1.3941612136,1.3880800890
1551,oneoff-rebal.,1,0.2725304698,2.1308822670,1.3815670753
1552,DCA,1,0.1306038576,1.5314251290,2.9328714485
1552,DCA-rebalance,1,0.1306413185,2.2964259226,2.9312538611
1552,Oneoff,1,0.1306038576,1.5314251290,2.9328714485
1552,oneoff-rebal.,1,0.1306413185,2.2964259226,2.9312538611
1553,DCA,1,0.1352985816,1.3526437062,2.9613777032
1553,DCA-rebalance,1,0.1352985816,2.0889742282,2.9613777032
1553,Oneoff,1,0.1352985816,1.3526437062,2.9613777032
1553,oneoff-rebal.,1,0.1352985816,2.0889742282,2.9613777032
1554,DCA,1,0.1397221684,1.2307650083,2.9836872166
1554,DCA-rebalance,1,0.1397221684,1.9503993918,2.9836872166
1554,Oneoff,1,0.1397221684,1.2307650083,2.9836872166
1554,oneoff-rebal.,1,0.1397221684,1.9503993918,2.9836872166
1555,DCA,1,0.1435553748,1.1696287808,3.0039544996
1555,DCA-rebalance,1,0.1435553748,1.8823302272,3.0039544996
1555,Oneoff,1,0.1435553748,1.1696287808,3.0039544996
1555,oneoff-rebal.,1,0.1435553748,1.8823302272,3.0039544996
1556,DCA,1,0.1467225611,1.1572800371,3.0226999612
1556,DCA-rebalance,1,0.1469523863,1.8581340424,3.0202704653
1556,Oneoff,1,0.1467225611,1.1572800371,3.0226999612
1556,oneoff-rebal.,1,0.1469523863,1.8581340424,3.0202704653
1557,DCA,1,0.1497394057,1.1768692986,3.0385376721
1557,DCA-rebalance,1,0.1499439900,1.8802917041,3.0361807199
1557,Oneoff,1,0.1497394057,1.1768692986,3.0385376721
1557,oneoff-rebal.,1,0.1499439900,1.8802917041,3.0361807199
1558,DCA,1,0.1524500990,1.2189675955,3.0519749820
1558,DCA-rebalance,1,0.1526332510,1.9275496277,3.0496928996
1558,Oneoff,1,0.1524500990,1.2189675955,3.0519749820
1558,oneoff-rebal.,1,0.1526332510,1.9275496277,3.0496928996
1559,DCA,1,0.1548678819,1.2757275707,3.0647080940
1559,DCA-rebalance,1,0.1550329142,1.9917871404,3.0624950644
1559,Oneoff,1,0.1548678819,1.2757275707,3.0647080940
1559,oneoff-rebal.,1,0.1550329142,1.9917871404,3.0624950644
1560,DCA,1,0.1569157948,1.3383270732,3.0771103533
1560,DCA-rebalance,1,0.1570662149,2.0634373319,3.0749540914
1560,Oneoff,1,0.1569157948,1.3383270732,3.0771103533
1560,oneoff-rebal.,1,0.1570662149,2.0634373319,3.0749540914
1561,DCA,1,0.1589231242,1.4051788786,3.0869212924
1561,DCA-rebalance,1,0.1590598766,2.1408877114,3.0848324957
1561,Oneoff,1,0.1589231242,1.4051788786,3.0869212924
1561,oneoff-rebal.,1,0.1590598766,2.1408877114,3.0848324957
1562,DCA,1,0.1496535431,1.3948710315,2.7323753561
1562,DCA-rebalance,1,0.1496794595,2.1364051606,2.7309360459
1562,Oneoff,1,0.1496535431,1.3948710315,2.7323753561
1562,oneoff-rebal.,1,0.1496794595,2.1364051606,2.7309360459
1563,DCA,1,0.1529337703,1.2304620424,2.7718356512
1563,DCA-rebalance,1,0.1529337703,1.9500595262,2.7718356512
1563,Oneoff,1,0.1529337703,1.2304620424,2.7718356512
1563,oneoff-rebal.,1,0.1529337703,1.9500595262,2.7718356512
1564,DCA,1,0.1560003782,1.1220958322,2.8064042506
1564,DCA-rebalance,1,0.1560003782,1.8301665044,2.8064042506
1564,Oneoff,1,0.1560003782,1.1220958322,2.8064042506
1564,oneoff-rebal.,1,0.1560003782,1.8301665044,2.8064042506
1565,DCA,1,0.1587088655,1.0716617123,2.8360305966
1565,DCA-rebalance,1,0.1587088655,1.7756169886,2.8360305966
1565,Oneoff,1,0.1587088655,1.0716617123,2.8360305966
1565,oneoff-rebal.,1,0.1587088655,1.7756169886,2.8360305966
1566,DCA,1,0.1609261522,1.0694631986,2.8638580207
1566,DCA-rebalance,1,0.1610886579,1.7633251957,2.8621763243
1566,Oneoff,1,0.1609261522,1.0694631986,2.8638580207
1566,oneoff-rebal.,1,0.1610886579,1.7633251957,2.8621763243
1567,DCA,1,0.1630769744,1.0969428649,2.8871877070
1567,DCA-rebalance,1,0.1632221155,1.7933858018,2.8855065089
1567,Oneoff,1,0.1630769744,1.0969428649,2.8871877070
1567,oneoff-rebal.,1,0.1632221155,1.7933858018,2.8855065089
1568,DCA,1,0.1649911218,1.1467472370,2.9087126371
1568,DCA-rebalance,1,0.1651216309,1.8480151318,2.9070380276
1568,Oneoff,1,0.1649911218,1.1467472370,2.9087126371
1568,oneoff-rebal.,1,0.1651216309,1.8480151318,2.9070380276
1569,DCA,1,0.1667276533,1.2084471148,2.9275107487
1569,DCA-rebalance,1,0.1668455581,1.9165932939,2.9258522963
1569,Oneoff,1,0.1667276533,1.2084471148,2.9275107487
1569,oneoff-rebal.,1,0.1668455581,1.9165932939,2.9258522963
1570,DCA,1,0.1681926496,1.2753337680,2.9455861112
1570,DCA-rebalance,1,0.1683004170,1.9920237578,2.9439391922
1570,Oneoff,1,0.1681926496,1.2753337680,2.9455861112
1570,oneoff-rebal.,1,0.1683004170,1.9920237578,2.9439391922
1571,DCA,1,0.1677308182,1.2928723410,2.5402268028
1571,DCA-rebalance,1,0.1677466370,2.0193097882,2.5389503231
1571,Oneoff,1,0.1677308182,1.2928723410,2.5402268028
1571,oneoff-rebal.,1,0.1677466370,2.0193097882,2.5389503231
1572,DCA,1,0.1697255863,1.1421785250,2.5905464545
1572,DCA-rebalance,1,0.1697255863,1.8521203623,2.5905464545
1572,Oneoff,1,0.1697255863,1.1421785250,2.5905464545
1572,oneoff-rebal.,1,0.1697255863,1.8521203623,2.5905464545
1573,DCA,1,0.1716281300,1.0437918493,2.6343570527
1573,DCA-rebalance,1,0.1716281300,1.7458529528,2.6343570527
1573,Oneoff,1,0.1716281300,1.0437918493,2.6343570527
1573,oneoff-rebal.,1,0.1716281300,1.7458529528,2.6343570527
1574,DCA,1,0.1732951033,1.0022472805,2.6736071733
1574,DCA-rebalance,1,0.1732951033,1.7020247348,2.6736071733
1574,Oneoff,1,0.1732951033,1.0022472805,2.6736071733
1574,oneoff-rebal.,1,0.1732951033,1.7020247348,2.6736071733
1575,DCA,1,0.1746854909,1.0057585298,2.7082002967
1575,DCA-rebalance,1,0.1747868477,1.6963105697,2.7072045292
1575,Oneoff,1,0.1746854909,1.0057585298,2.7082002967
1575,oneoff-rebal.,1,0.1747868477,1.6963105697,2.7072045292
1576,DCA,1,0.1760210102,1.0390066858,2.7395482014
1576,DCA-rebalance,1,0.1761119738,1.7317861401,2.7384858511
1576,Oneoff,1,0.1760210102,1.0390066858,2.7395482014
1576,oneoff-rebal.,1,0.1761119738,1.7317861401,2.7384858511
1577,DCA,1,0.1772303760,1.0919376921,2.7671932444
1577,DCA-rebalance,1,0.1773124112,1.7887759366,2.7660846795
1577,Oneoff,1,0.1772303760,1.0919376921,2.7671932444
1577,oneoff-rebal.,1,0.1773124112,1.7887759366,2.7660846795
1578,DCA,1,0.1783236114,1.1564547854,2.7921836506
1578,DCA-rebalance,1,0.1783979712,1.8593857396,2.7910424001
1578,Oneoff,1,0.1783236114,1.1564547854,2.7921836506
1578,oneoff-rebal.,1,0.1783979712,1.8593857396,2.7910424001
1579,DCA,1,0.1841544402,1.2308922139,2.3661535215
1579,DCA-rebalance,1,0.1841618577,1.9493629080,2.3650160719
1579,Oneoff,1,0.1841544402,1.2308922139,2.3661535215
1579,oneoff-rebal.,1,0.1841618577,1.9493629080,2.3650160719
1580,DCA,1,0.1850988091,1.0910323844,2.4240757623
1580,DCA-rebalance,1,0.1850988091,1.7964664892,2.4240757623
1580,Oneoff,1,0.1850988091,1.0910323844,2.4240757623
1580,oneoff-rebal.,1,0.1850988091,1.7964664892,2.4240757623
1581,DCA,1,0.1859918845,1.0014347306,2.4767161315
1581,DCA-rebalance,1,0.1859918845,1.7011742452,2.4767161315
1581,Oneoff,1,0.1859918845,1.0014347306,2.4767161315
1581,oneoff-rebal.,1,0.1859918845,1.7011742452,2.4767161315
1582,DCA,1,0.1867890048,0.9644112501,2.5228637547
1582,DCA-rebalance,1,0.1867890048,1.6627094672,2.5228637547
1582,Oneoff,1,0.1867890048,0.9644112501,2.5228637547
1582,oneoff-rebal.,1,0.1867890048,1.6627094672,2.5228637547
1583,DCA,1,0.1874474705,0.9715232180,2.5643015773
1583,DCA-rebalance,1,0.1874959409,1.6610789195,2.5638969002
1583,Oneoff,1,0.1874474705,0.9715232180,2.5643015773
1583,oneoff-rebal.,1,0.1874959409,1.6610789195,2.5638969002
1584,DCA,1,0.1880913469,1.0054872170,2.6014073040
1584,DCA-rebalance,1,0.1881349809,1.6968205048,2.6008873510
1584,Oneoff,1,0.1880913469,1.0054872170,2.6014073040
1584,oneoff-rebal.,1,0.1881349809,1.6968205048,2.6008873510
1585,DCA,1,0.1886723915,1.0588523085,2.6348921204
1585,DCA-rebalance,1,0.1887118784,1.7535952329,2.6342807236
1585,Oneoff,1,0.1886723915,1.0588523085,2.6348921204
1585,oneoff-rebal.,1,0.1887118784,1.7535952329,2.6342807236
1586,DCA,1,0.1986064551,1.2049849227,2.2136944577
1586,DCA-rebalance,1,0.1986064551,1.9215681854,2.2136944577
1586,Oneoff,1,0.1986064551,1.2049849227,2.2136944577
1586,oneoff-rebal.,1,0.1986064551,1.9215681854,2.2136944577
1587,DCA,1,0.1986857595,1.0755566405,2.2786013033
1587,DCA-rebalance,1,0.1986857595,1.7797987835,2.2786013033
1587,Oneoff,1,0.1986857595,1.0755566405,2.2786013033
1587,oneoff-rebal.,1,0.1986857595,1.7797987835,2.2786013033
1588,DCA,1,0.1987621745,0.9913934922,2.3372733809
1588,DCA-rebalance,1,0.1987621745,1.6906861494,2.3372733809
1588,Oneoff,1,0.1987621745,0.9913934922,2.3372733809
1588,oneoff-rebal.,1,0.1987621745,1.6906861494,2.3372733809
1589,DCA,1,0.1988297605,0.9575756447,2.3899695555
1589,DCA-rebalance,1,0.1988297605,1.6556709900,2.3899695555
1589,Oneoff,1,0.1988297605,0.9575756447,2.3899695555
1589,oneoff-rebal.,1,0.1988297605,1.6556709900,2.3899695555
1590,DCA,1,0.1988865906,0.9640218531,2.4360100150
1590,DCA-rebalance,1,0.1988907498,1.6536416632,2.4360977676
1590,Oneoff,1,0.1988865906,0.9640218531,2.4360100150
1590,oneoff-rebal.,1,0.1988907498,1.6536416632,2.4360977676
1591,DCA,1,0.1989419274,0.9963381276,2.4783386576
1591,DCA-rebalance,1,0.1989456842,1.6875339024,2.4782717729
1591,Oneoff,1,0.1989419274,0.9963381276,2.4783386576
1591,oneoff-rebal.,1,0.1989456842,1.6875339024,2.4782717729
1592,DCA,1,0.2124245683,1.2052711617,2.0672071163
1592,DCA-rebalance,1,0.2124192214,1.9208118708,2.0662900698
1592,Oneoff,1,0.2124245683,1.2052711617,2.0672071163
1592,oneoff-rebal.,1,0.2124192214,1.9208118708,2.0662900698
1593,DCA,1,0.2117405505,1.0841322928,2.1371705794
1593,DCA-rebalance,1,0.2117405505,1.7890247267,2.1371705794
1593,Oneoff,1,0.2117405505,1.0841322928,2.1371705794
1593,oneoff-rebal.,1,0.2117405505,1.7890247267,2.1371705794
1594,DCA,1,0.2110875748,1.0053529785,2.2019769438
1594,DCA-rebalance,1,0.2110875748,1.7052778783,2.2019769438
1594,Oneoff,1,0.2110875748,1.0053529785,2.2019769438
1594,oneoff-rebal.,1,0.2110875748,1.7052778783,2.2019769438
1595,DCA,1,0.2104996721,0.9713263769,2.2595451507
1595,DCA-rebalance,1,0.2104996721,1.6698502557,2.2595451507
