Asset Alloc.,ST,CB,PB,GO,CA
1831,0.15,0.7,0.1,0.0,0.05
1832,0.15,0.65,0.15,0.0,0.05
1833,0.15,0.6,0.2,0.0,0.05
1834,0.15,0.55,0.25,0.0,0.05
1835,0.15,0.5,0.3,0.0,0.05
1836,0.15,0.45,0.35,0.0,0.05
1837,0.15,0.4,0.4,0.0,0.05
1838,0.15,0.35,0.45,0.0,0.05
1839,0.15,0.3,0.5,0.0,0.05
1840,0.15,0.25,0.55,0.0,0.05
1841,0.15,0.2,0.6,0.0,0.05
1842,0.15,0.15,0.65,0.0,0.05
1843,0.15,0.1,0.7,0.0,0.05
1844,0.15,0.05,0.75,0.0,0.05
1845,0.15,0.0,0.8,0.0,0.05
1846,0.2,0.75,0.0,0.0,0.05
1847,0.2,0.7,0.05,0.0,0.05
1848,0.2,0.65,0.1,0.0,0.05
1849,0.2,0.6,0.15,0.0,0.05
1850,0.2,0.55,0.2,0.0,0.05
1851,0.2,0.5,0.25,0.0,0.05
1852,0.2,0.45,0.3,0.0,0.05
1853,0.2,0.4,0.35,0.0,0.05
1854,0.2,0.35,0.4,0.0,0.05
1855,0.2,0.3,0.45,0.0,0.05
1856,0.2,0.25,0.5,0.0,0.05
1857,0.2,0.2,0.55,0.0,0.05
1858,0.2,0.15,0.6,0.0,0.05
1859,0.2,0.1,0.65,0.0,0.05
1860,0.2,0.05,0.7,0.0,0.05
1861,0.2,0.0,0.75,0.0,0.05
1862,0.25,0.7,0.0,0.0,0.05
1863,0.25,0.65,0.05,0.0,0.05
1864,0.25,0.6,0.1,0.0,0.05
1865,0.25,0.55,0.15,0.0,0.05
1866,0.25,0.5,0.2,0.0,0.05
1867,0.25,0.45,0.25,0.0,0.05
1868,0.25,0.4,0.3,0.0,0.05
1869,0.25,0.35,0.35,0.0,0.05
1870,0.25,0.3,0.4,0.0,0.05
1871,0.25,0.25,0.45,0.0,0.05
1872,0.25,0.2,0.5,0.0,0.05
1873,0.25,0.15,0.55,0.0,0.05
1874,0.25,0.1,0.6,0.0,0.05
1875,0.25,0.05,0.65,0.0,0.05
1876,0.25,0.0,0.7,0.0,0.05
1877,0.3,0.65,0.0,0.0,0.05
1878,0.3,0.6,0.05,0.0,0.05
1879,0.3,0.55,0.1,0.0,0.05
1880,0.3,0.5,0.15,0.0,0.05
1881,0.3,0.45,0.2,0.0,0.05
1882,0.3,0.4,0.25,0.0,0.05
1883,0.3,0.35,0.3,0.0,0.05
1884,0.3,0.3,0.35,0.0,0.05
1885,0.3,0.25,0.4,0.0,0.05
1886,0.3,0.2,0.45,0.0,0.05
1887,0.3,0.15,0.5,0.0,0.05
1888,0.3,0.1,0.55,0.0,0.05
1889,0.3,0.05,0.6,0.0,0.05
1890,0.3,0.0,0.65,0.0,0.05
1891,0.35,0.6,0.0,0.0,0.05
1892,0.35,0.55,0.05,0.0,0.05
1893,0.35,0.5,0.1,0.0,0.05
1894,0.35,0.45,0.15,0.0,0.05
1895,0.35,0.4,0.2,0.0,0.05
1896,0.35,0.35,0.25,0.0,0.05
1897,0.35,0.3,0.3,0.0,0.05
1898,0.35,0.25,0.35,0.0,0.05
1899,0.35,0.2,0.4,0.0,0.05
1900,0.35,0.15,0.45,0.0,0.05
1901,0.35,0.1,0.5,0.0,0.05
1902,0.35,0.05,0.55,0.0,0.05
1903,0.35,0.0,0.6,0.0,0.05
1904,0.4,0.55,0.0,0.0,0.05
1905,0.4,0.5,0.05,0.0,0.05
1906,0.4,0.45,0.1,0.0,0.05
1907,0.4,0.4,0.15,0.0,0.05
1908,0.4,0.35,0.2,0.0,0.05
1909,0.4,0.3,0.25,0.0,0.05
1910,0.4,0.25,0.3,0.0,0.05
1911,0.4,0.2,0.35,0.0,0.05
1912,0.4,0.15,0.4,0.0,0.05
1913,0.4,0.1,0.45,0.0,0.05
1914,0.4,0.05,0.5,0.0,0.05
1915,0.4,0.0,0.55,0.0,0.05
1916,0.45,0.5,0.0,0.0,0.05
1917,0.45,0.45,0.05,0.0,0.05
1918,0.45,0.4,0.1,0.0,0.05
1919,0.45,0.35,0.15,0.0,0.05
1920,0.45,0.3,0.2,0.0,0.05
1921,0.45,0.25,0.25,0.0,0.05
1922,0.45,0.2,0.3,0.0,0.05
1923,0.45,0.15,0.35,0.0,0.05
1924,0.45,0.1,0.4,0.0,0.05
1925,0.45,0.05,0.45,0.0,0.05
1926,0.45,0.0,0.5,0.0,0.05
1927,0.5,0.45,0.0,0.0,0.05
1928,0.5,0.4,0.05,0.0,0.05
1929,0.5,0.35,0.1,0.0,0.05
1930,0.5,0.3,0.15,0.0,0.05
1931,0.5,0.25,0.2,0.0,0.05
1932,0.5,0.2,0.25,0.0,0.05
1933,0.5,0.15,0.3,0.0,0.05
1934,0.5,0.1,0.35,0.0,0.05
1935,0.5,0.05,0.4,0.0,0.05
1936,0.5,0.0,0.45,0.0,0.05
1937,0.55,0.4,0.0,0.0,0.05
1938,0.55,0.35,0.05,0.0,0.05
1939,0.55,0.3,0.1,0.0,0.05
1940,0.55,0.25,0.15,0.0,0.05
1941,0.55,0.2,0.2,0.0,0.05
1942,0.55,0.15,0.25,0.0,0.05
1943,0.55,0.1,0.3,0.0,0.05
1944,0.55,0.05,0.35,0.0,0.05
1945,0.55,0.0,0.4,0.0,0.05
1946,0.6,0.35,0.0,0.0,0.05
1947,0.6,0.3,0.05,0.0,0.05
1948,0.6,0.25,0.1,0.0,0.05
1949,0.6,0.2,0.15,0.0,0.05
1950,0.6,0.15,0.2,0.0,0.05
1951,0.6,0.1,0.25,0.0,0.05
1952,0.6,0.05,0.3,0.0,0.05
1953,0.6,0.0,0.35,0.0,0.05
1954,0.65,0.3,0.0,0.0,0.05
1955,0.65,0.25,0.05,0.0,0.05
1956,0.65,0.2,0.1,0.0,0.05
1957,0.65,0.15,0.15,0.0,0.05
1958,0.65,0.1,0.2,0.0,0.05
1959,0.65,0.05,0.25,0.0,0.05
1960,0.65,0.0,0.3,0.0,0.05
1961,0.7,0.25,0.0,0.0,0.05
1962,0.7,0.2,0.05,0.0,0.05
1963,0.7,0.15,0.1,0.0,0.05
1964,0.7,0.1,0.15,0.0,0.05
1965,0.7,0.05,0.2,0.0,0.05
1966,0.7,0.0,0.25,0.0,0.05
1967,0.75,0.2,0.0,0.0,0.05
1968,0.75,0.15,0.05,0.0,0.05
1969,0.75,0.1,0.1,0.0,0.05
1970,0.75,0.05,0.15,0.0,0.05
1971,0.75,0.0,0.2,0.0,0.05
1972,0.8,0.15,0.0,0.0,0.05
1973,0.8,0.1,0.05,0.0,0.05
1974,0.8,0.05,0.1,0.0,0.05
1975,0.8,0.0,0.15,0.0,0.05
1976,0.85,0.1,0.0,0.0,0.05
1977,0.85,0.05,0.05,0.0,0.05
1978,0.85,0.0,0.1,0.0,0.05
1979,0.9,0.05,0.0,0.0,0.05
1980,0.9,0.0,0.05,0.0,0.05
1981,0.95,0.0,0.0,0.0,0.05
1982,0.0,0.9,0.0,0.05,0.05
1983,0.0,0.85,0.05,0.05,0.05
1984,0.0,0.8,0.1,0.05,0.05
1985,0.0,0.75,0.15,0.05,0.05
1986,0.0,0.7,0.2,0.05,0.05
1987,0.0,0.65,0.25,0.05,0.05
1988,0.0,0.6,0.3,0.05,0.05
1989,0.0,0.55,0.35,0.05,0.05
1990,0.0,0.5,0.4,0.05,0.05
1991,0.0,0.45,0.45,0.05,0.05
1992,0.0,0.4,0.5,0.05,0.05
1993,0.0,0.35,0.55,0.05,0.05
1994,0.0,0.3,0.6,0.05,0.05
1995,0.0,0.25,0.65,0.05,0.05
1996,0.0,0.2,0.7,0.05,0.05
1997,0.0,0.15,0.75,0.05,0.05
1998,0.0,0.1,0.8,0.05,0.05
1999,0.0,0.05,0.85,0.05,0.05
2000,0.0,0.0,0.9,0.05,0.05
2001,0.05,0.85,0.0,0.05,0.05
2002,0.05,0.8,0.05,0.05,0.05
2003,0.05,0.75,0.1,0.05,0.05
2004,0.05,0.7,0.15,0.05,0.05
2005,0.05,0.65,0.2,0.05,0.05
2006,0.05,0.6,0.25,0.05,0.05
2007,0.05,0.55,0.3,0.05,0.05
2008,0.05,0.5,0.35,0.05,0.05
2009,0.05,0.45,0.4,0.05,0.05
2010,0.05,0.4,0.45,0.05,0.05
2011,0.05,0.35,0.5,0.05,0.05
2012,0.05,0.3,0.55,0.05,0.05
2013,0.05,0.25,0.6,0.05,0.05
2014,0.05,0.2,0.65,0.05,0.05
2015,0.05,0.15,0.7,0.05,0.05
2016,0.05,0.1,0.75,0.05,0.05
2017,0.05,0.05,0.8,0.05,0.05
2018,0.05,0.0,0.85,0.05,0.05
2019,0.1,0.8,0.0,0.05,0.05
2020,0.1,0.75,0.05,0.05,0.05
2021,0.1,0.7,0.1,0.05,0.05
2022,0.1,0.65,0.15,0.05,0.05
2023,0.1,0.6,0.2,0.05,0.05
2024,0.1,0.55,0.25,0.05,0.05
2025,0.1,0.5,0.3,0.05,0.05
2026,0.1,0.45,0.35,0.05,0.05
2027,0.1,0.4,0.4,0.05,0.05
2028,0.1,0.35,0.45,0.05,0.05
2029,0.1,0.3,0.5,0.05,0.05
2030,0.1,0.25,0.55,0.05,0.05
2031,0.1,0.2,0.6,0.05,0.05
2032,0.1,0.15,0.65,0.05,0.05
2033,0.1,0.1,0.7,0.05,0.05
2034,0.1,0.05,0.75,0.05,0.05
2035,0.1,0.0,0.8,0.05,0.05
2036,0.15,0.75,0.0,0.05,0.05
2037,0.15,0.7,0.05,0.05,0.05
2038,0.15,0.65,0.1,0.05,0.05
2039,0.15,0.6,0.15,0.05,0.05
2040,0.15,0.55,0.2,0.05,0.05
2041,0.15,0.5,0.25,0.05,0.05
2042,0.15,0.45,0.3,0.05,0.05
2043,0.15,0.4,0.35,0.05,0.05
2044,0.15,0.35,0.4,0.05,0.05
2045,0.15,0.3,0.45,0.05,0.05
2046,0.15,0.25,0.5,0.05,0.05
2047,0.15,0.2,0.55,0.05,0.05
2048,0.15,0.15,0.6,0.05,0.05
2049,0.15,0.1,0.65,0.05,0.05
2050,0.15,0.05,0.7,0.05,0.05
2051,0.15,0.0,0.75,0.05,0.05
2052,0.2,0.7,0.0,0.05,0.05
2053,0.2,0.65,0.05,0.05,0.05
2054,0.2,0.6,0.1,0.05,0.05
2055,0.2,0.55,0.15,0.05,0.05
2056,0.2,0.5,0.2,0.05,0.05
2057,0.2,0.45,0.25,0.05,0.05
2058,0.2,0.4,0.3,0.05,0.05
2059,0.2,0.35,0.35,0.05,0.05
2060,0.2,0.3,0.4,0.05,0.05
2061,0.2,0.25,0.45,0.05,0.05
2062,0.2,0.2,0.5,0.05,0.05
2063,0.2,0.15,0.55,0.05,0.05
2064,0.2,0.1,0.6,0.05,0.05
2065,0.2,0.05,0.65,0.05,0.05
2066,0.2,0.0,0.7,0.05,0.05
2067,0.25,0.65,0.0,0.05,0.05
2068,0.25,0.6,0.05,0.05,0.05
2069,0.25,0.55,0.1,0.05,0.05
2070,0.25,0.5,0.15,0.05,0.05
2071,0.25,0.45,0.2,0.05,0.05
2072,0.25,0.4,0.25,0.05,0.05
2073,0.25,0.35,0.3,0.05,0.05
2074,0.25,0.3,0.35,0.05,0.05
2075,0.25,0.25,0.4,0.05,0.05
2076,0.25,0.2,0.45,0.05,0.05
2077,0.25,0.15,0.5,0.05,0.05
2078,0.25,0.1,0.55,0.05,0.05
2079,0.25,0.05,0.6,0.05,0.05
2080,0.25,0.0,0.65,0.05,0.05
2081,0.3,0.6,0.0,0.05,0.05
2082,0.3,0.55,0.05,0.05,0.05
2083,0.3,0.5,0.1,0.05,0.05
2084,0.3,0.45,0.15,0.05,0.05
2085,0.3,0.4,0.2,0.05,0.05
2086,0.3,0.35,0.25,0.05,0.05
2087,0.3,0.3,0.3,0.05,0.05
2088,0.3,0.25,0.35,0.05,0.05
2089,0.3,0.2,0.4,0.05,0.05
2090,0.3,0.15,0.45,0.05,0.05
2091,0.3,0.1,0.5,0.05,0.05
2092,0.3,0.05,0.55,0.05,0.05
2093,0.3,0.0,0.6,0.05,0.05
2094,0.35,0.55,0.0,0.05,0.05
2095,0.35,0.5,0.05,0.05,0.05
2096,0.35,0.45,0.1,0.05,0.05
2097,0.35,0.4,0.15,0.05,0.05
2098,0.35,0.35,0.2,0.05,0.05
2099,0.35,0.3,0.25,0.05,0.05
2100,0.35,0.25,0.3,0.05,0.05
2101,0.35,0.2,0.35,0.05,0.05
2102,0.35,0.15,0.4,0.05,0.05
2103,0.35,0.1,0.45,0.05,0.05
2104,0.35,0.05,0.5,0.05,0.05
2105,0.35,0.0,0.55,0.05,0.05
2106,0.4,0.5,0.0,0.05,0.05
2107,0.4,0.45,0.05,0.05,0.05
2108,0.4,0.4,0.1,0.05,0.05
2109,0.4,0.35,0.15,0.05,0.05
2110,0.4,0.3,0.2,0.05,0.05
2111,0.4,0.25,0.25,0.05,0.05
2112,0.4,0.2,0.3,0.05,0.05
2113,0.4,0.15,0.35,0.05,0.05
2114,0.4,0.1,0.4,0.05,0.05
2115,0.4,0.05,0.45,0.05,0.05
2116,0.4,0.0,0.5,0.05,0.05
2117,0.45,0.45,0.0,0.05,0.05
2118,0.45,0.4,0.05,0.05,0.05
2119,0.45,0.35,0.1,0.05,0.05
2120,0.45,0.3,0.15,0.05,0.05
2121,0.45,0.25,0.2,0.05,0.05
2122,0.45,0.2,0.25,0.05,0.05
2123,0.45,0.15,0.3,0.05,0.05
2124,0.45,0.1,0.35,0.05,0.05
2125,0.45,0.05,0.4,0.05,0.05
2126,0.45,0.0,0.45,0.05,0.05
2127,0.5,0.4,0.0,0.05,0.05
2128,0.5,0.35,0.05,0.05,0.05
2129,0.5,0.3,0.1,0.05,0.05
2130,0.5,0.25,0.15,0.05,0.05
2131,0.5,0.2,0.2,0.05,0.05
2132,0.5,0.15,0.25,0.05,0.05
2133,0.5,0.1,0.3,0.05,0.05
2134,0.5,0.05,0.35,0.05,0.05
2135,0.5,0.0,0.4,0.05,0.05
2136,0.55,0.35,0.0,0.05,0.05
2137,0.55,0.3,0.05,0.05,0.05
2138,0.55,0.25,0.1,0.05,0.05
2139,0.55,0.2,0.15,0.05,0.05
2140,0.55,0.15,0.2,0.05,0.05
2141,0.55,0.1,0.25,0.05,0.05
2142,0.55,0.05,0.3,0.05,0.05
2143,0.55,0.0,0.35,0.05,0.05
2144,0.6,0.3,0.0,0.05,0.05
2145,0.6,0.25,0.05,0.05,0.05
2146,0.6,0.2,0.1,0.05,0.05
2147,0.6,0.15,0.15,0.05,0.05
2148,0.6,0.1,0.2,0.05,0.05
2149,0.6,0.05,0.25,0.05,0.05
2150,0.6,0.0,0.3,0.05,0.05
2151,0.65,0.25,0.0,0.05,0.05
2152,0.65,0.2,0.05,0.05,0.05
2153,0.65,0.15,0.1,0.05,0.05
2154,0.65,0.1,0.15,0.05,0.05
2155,0.65,0.05,0.2,0.05,0.05
2156,0.65,0.0,0.25,0.05,0.05
2157,0.7,0.2,0.0,0.05,0.05
2158,0.7,0.15,0.05,0.05,0.05
2159,0.7,0.1,0.1,0.05,0.05
2160,0.7,0.05,0.15,0.05,0.05
2161,0.7,0.0,0.2,0.05,0.05
2162,0.75,0.15,0.0,0.05,0.05
2163,0.75,0.1,0.05,0.05,0.05
2164,0.75,0.05,0.1,0.05,0.05
2165,0.75,0.0,0.15,0.05,0.05
2166,0.8,0.1,0.0,0.05,0.05
2167,0.8,0.05,0.05,0.05,0.05
2168,0.8,0.0,0.1,0.05,0.05
2169,0.85,0.05,0.0,0.05,0.05
2170,0.85,0.0,0.05,0.05,0.05
2171,0.9,0.0,0.0,0.05,0.05
2172,0.0,0.85,0.0,0.1,0.05
2173,0.0,0.8,0.05,0.1,0.05
2174,0.0,0.75,0.1,0.1,0.05
2175,0.0,0.7,0.15,0.1,0.05
2176,0.0,0.65,0.2,0.1,0.05
2177,0.0,0.6,0.25,0.1,0.05
2178,0.0,0.55,0.3,0.1,0.05
2179,0.0,0.5,0.35,0.1,0.05
2180,0.0,0.45,0.4,0.1,0.05
2181,0.0,0.4,0.45,0.1,0.05
2182,0.0,0.35,0.5,0.1,0.05
2183,0.0,0.3,0.55,0.1,0.05
2184,0.0,0.25,0.6,0.1,0.05
2185,0.0,0.2,0.65,0.1,0.05
2186,0.0,0.15,0.7,0.1,0.05
2187,0.0,0.1,0.75,0.1,0.05
2188,0.0,0.05,0.8,0.1,0.05
2189,0.0,0.0,0.85,0.1,0.05
2190,0.05,0.8,0.0,0.1,0.05
2191,0.05,0.75,0.05,0.1,0.05
2192,0.05,0.7,0.1,0.1,0.05
2193,0.05,0.65,0.15,0.1,0.05
2194,0.05,0.6,0.2,0.1,0.05
2195,0.05,0.55,0.25,0.1,0.05
2196,0.05,0.5,0.3,0.1,0.05
2197,0.05,0.45,0.35,0.1,0.05
2198,0.05,0.4,0.4,0.1,0.05
2199,0.05,0.35,0.45,0.1,0.05
2200,0.05,0.3,0.5,0.1,0.05
2201,0.05,0.25,0.55,0.1,0.05
2202,0.05,0.2,0.6,0.1,0.05
2203,0.05,0.15,0.65,0.1,0.05
2204,0.05,0.1,0.7,0.1,0.05
2205,0.05,0.05,0.75,0.1,0.05
2206,0.05,0.0,0.8,0.1,0.05
2207,0.1,0.75,0.0,0.1,0.05
2208,0.1,0.7,0.05,0.1,0.05
2209,0.1,0.65,0.1,0.1,0.05
2210,0.1,0.6,0.15,0.1,0.05
2211,0.1,0.55,0.2,0.1,0.05
2212,0.1,0.5,0.25,0.1,0.05
2213,0.1,0.45,0.3,0.1,0.05
2214,0.1,0.4,0.35,0.1,0.05
2215,0.1,0.35,0.4,0.1,0.05
2216,0.1,0.3,0.45,0.1,0.05
2217,0.1,0.25,0.5,0.1,0.05
2218,0.1,0.2,0.55,0.1,0.05
2219,0.1,0.15,0.6,0.1,0.05
2220,0.1,0.1,0.65,0.1,0.05
2221,0.1,0.05,0.7,0.1,0.05
2222,0.1,0.0,0.75,0.1,0.05
2223,0.15,0.7,0.0,0.1,0.05
2224,0.15,0.65,0.05,0.1,0.05
2225,0.15,0.6,0.1,0.1,0.05
2226,0.15,0.55,0.15,0.1,0.05
2227,0.15,0.5,0.2,0.1,0.05
2228,0.15,0.45,0.25,0.1,0.05
2229,0.15,0.4,0.3,0.1,0.05
2230,0.15,0.35,0.35,0.1,0.05
2231,0.15,0.3,0.4,0.1,0.05
2232,0.15,0.25,0.45,0.1,0.05
2233,0.15,0.2,0.5,0.1,0.05
2234,0.15,0.15,0.55,0.1,0.05
2235,0.15,0.1,0.6,0.1,0.05
2236,0.15,0.05,0.65,0.1,0.05
2237,0.15,0.0,0.7,0.1,0.05
2238,0.2,0.65,0.0,0.1,0.05
2239,0.2,0.6,0.05,0.1,0.05
2240,0.2,0.55,0.1,0.1,0.05
2241,0.2,0.5,0.15,0.1,0.05
2242,0.2,0.45,0.2,0.1,0.05
2243,0.2,0.4,0.25,0.1,0.05
2244,0.2,0.35,0.3,0.1,0.05
2245,0.2,0.3,0.35,0.1,0.05
2246,0.2,0.25,0.4,0.1,0.05
2247,0.2,0.2,0.45,0.1,0.05
2248,0.2,0.15,0.5,0.1,0.05
2249,0.2,0.1,0.55,0.1,0.05
2250,0.2,0.05,0.6,0.1,0.05
2251,0.2,0.0,0.65,0.1,0.05
2252,0.25,0.6,0.0,0.1,0.05
2253,0.25,0.55,0.05,0.1,0.05
2254,0.25,0.5,0.1,0.1,0.05
2255,0.25,0.45,0.15,0.1,0.05
2256,0.25,0.4,0.2,0.1,0.05
2257,0.25,0.35,0.25,0.1,0.05
2258,0.25,0.3,0.3,0.1,0.05
2259,0.25,0.25,0.35,0.1,0.05
2260,0.25,0.2,0.4,0.1,0.05
2261,0.25,0.15,0.45,0.1,0.05
2262,0.25,0.1,0.5,0.1,0.05
2263,0.25,0.05,0.55,0.1,0.05
2264,0.25,0.0,0.6,0.1,0.05
2265,0.3,0.55,0.0,0.1,0.05
2266,0.3,0.5,0.05,0.1,0.05
2267,0.3,0.45,0.1,0.1,0.05
2268,0.3,0.4,0.15,0.1,0.05
2269,0.3,0.35,0.2,0.1,0.05
2270,0.3,0.3,0.25,0.1,0.05
2271,0.3,0.25,0.3,0.1,0.05
2272,0.3,0.2,0.35,0.1,0.05
2273,0.3,0.15,0.4,0.1,0.05
2274,0.3,0.1,0.45,0.1,0.05
2275,0.3,0.05,0.5,0.1,0.05
2276,0.3,0.0,0.55,0.1,0.05
2277,0.35,0.5,0.0,0.1,0.05
2278,0.35,0.45,0.05,0.1,0.05
2279,0.35,0.4,0.1,0.1,0.05
2280,0.35,0.35,0.15,0.1,0.05
2281,0.35,0.3,0.2,0.1,0.05
2282,0.35,0.25,0.25,0.1,0.05
2283,0.35,0.2,0.3,0.1,0.05
2284,0.35,0.15,0.35,0.1,0.05
2285,0.35,0.1,0.4,0.1,0.05
2286,0.35,0.05,0.45,0.1,0.05
2287,0.35,0.0,0.5,0.1,0.05
2288,0.4,0.45,0.0,0.1,0.05
2289,0.4,0.4,0.05,0.1,0.05
2290,0.4,0.35,0.1,0.1,0.05
2291,0.4,0.3,0.15,0.1,0.05
2292,0.4,0.25,0.2,0.1,0.05
2293,0.4,0.2,0.25,0.1,0.05
2294,0.4,0.15,0.3,0.1,0.05
2295,0.4,0.1,0.35,0.1,0.05
2296,0.4,0.05,0.4,0.1,0.05
2297,0.4,0.0,0.45,0.1,0.05
2298,0.45,0.4,0.0,0.1,0.05
2299,0.45,0.35,0.05,0.1,0.05
2300,0.45,0.3,0.1,0.1,0.05
2301,0.45,0.25,0.15,0.1,0.05
2302,0.45,0.2,0.2,0.1,0.05
2303,0.45,0.15,0.25,0.1,0.05
2304,0.45,0.1,0.3,0.1,0.05
2305,0.45,0.05,0.35,0.1,0.05
2306,0.45,0.0,0.4,0.1,0.05
2307,0.5,0.35,0.0,0.1,0.05
2308,0.5,0.3,0.05,0.1,0.05
2309,0.5,0.25,0.1,0.1,0.05
2310,0.5,0.2,0.15,0.1,0.05
2311,0.5,0.15,0.2,0.1,0.05
2312,0.5,0.1,0.25,0.1,0.05
2313,0.5,0.05,0.3,0.1,0.05
2314,0.5,0.0,0.35,0.1,0.05
2315,0.55,0.3,0.0,0.1,0.05
2316,0.55,0.25,0.05,0.1,0.05
2317,0.55,0.2,0.1,0.1,0.05
2318,0.55,0.15,0.15,0.1,0.05
2319,0.55,0.1,0.2,0.1,0.05
2320,0.55,0.05,0.25,0.1,0.05
2321,0.55,0.0,0.3,0.1,0.05
2322,0.6,0.25,0.0,0.1,0.05
2323,0.6,0.2,0.05,0.1,0.05
2324,0.6,0.15,0.1,0.1,0.05
2325,0.6,0.1,0.15,0.1,0.05
2326,0.6,0.05,0.2,0.1,0.05
2327,0.6,0.0,0.25,0.1,0.05
2328,0.65,0.2,0.0,0.1,0.05
2329,0.65,0.15,0.05,0.1,0.05
2330,0.65,0.1,0.1,0.1,0.05
2331,0.65,0.05,0.15,0.1,0.05
2332,0.65,0.0,0.2,0.1,0.05
2333,0.7,0.15,0.0,0.1,0.05
2334,0.7,0.1,0.05,0.1,0.05
2335,0.7,0.05,0.1,0.1,0.05
2336,0.7,0.0,0.15,0.1,0.05
2337,0.75,0.1,0.0,0.1,0.05
2338,0.75,0.05,0.05,0.1,0.05
2339,0.75,0.0,0.1,0.1,0.05
2340,0.8,0.05,0.0,0.1,0.05
2341,0.8,0.0,0.05,0.1,0.05
2342,0.85,0.0,0.0,0.1,0.05
2343,0.0,0.8,0.0,0.15,0.05
2344,0.0,0.75,0.05,0.15,0.05
2345,0.0,0.7,0.1,0.15,0.05
2346,0.0,0.65,0.15,0.15,0.05
2347,0.0,0.6,0.2,0.15,0.05
2348,0.0,0.55,0.25,0.15,0.05
2349,0.0,0.5,0.3,0.15,0.05
2350,0.0,0.45,0.35,0.15,0.05
2351,0.0,0.4,0.4,0.15,0.05
2352,0.0,0.35,0.45,0.15,0.05
2353,0.0,0.3,0.5,0.15,0.05
2354,0.0,0.25,0.55,0.15,0.05
2355,0.0,0.2,0.6,0.15,0.05
2356,0.0,0.15,0.65,0.15,0.05
2357,0.0,0.1,0.7,0.15,0.05
2358,0.0,0.05,0.75,0.15,0.05
2359,0.0,0.0,0.8,0.15,0.05
2360,0.05,0.75,0.0,0.15,0.05
2361,0.05,0.7,0.05,0.15,0.05
2362,0.05,0.65,0.1,0.15,0.05
2363,0.05,0.6,0.15,0.15,0.05
2364,0.05,0.55,0.2,0.15,0.05
2365,0.05,0.5,0.25,0.15,0.05
2366,0.05,0.45,0.3,0.15,0.05
2367,0.05,0.4,0.35,0.15,0.05
2368,0.05,0.35,0.4,0.15,0.05
2369,0.05,0.3,0.45,0.15,0.05
2370,0.05,0.25,0.5,0.15,0.05
2371,0.05,0.2,0.55,0.15,0.05
2372,0.05,0.15,0.6,0.15,0.05
2373,0.05,0.1,0.65,0.15,0.05
2374,0.05,0.05,0.7,0.15,0.05
2375,0.05,0.0,0.75,0.15,0.05
2376,0.1,0.7,0.0,0.15,0.05
2377,0.1,0.65,0.05,0.15,0.05
2378,0.1,0.6,0.1,0.15,0.05
2379,0.1,0.55,0.15,0.15,0.05
2380,0.1,0.5,0.2,0.15,0.05
2381,0.1,0.45,0.25,0.15,0.05
2382,0.1,0.4,0.3,0.15,0.05
2383,0.1,0.35,0.35,0.15,0.05
2384,0.1,0.3,0.4,0.15,0.05
2385,0.1,0.25,0.45,0.15,0.05
2386,0.1,0.2,0.5,0.15,0.05
2387,0.1,0.15,0.55,0.15,0.05
2388,0.1,0.1,0.6,0.15,0.05
2389,0.1,0.05,0.65,0.15,0.05
2390,0.1,0.0,0.7,0.15,0.05
2391,0.15,0.65,0.0,0.15,0.05
2392,0.15,0.6,0.05,0.15,0.05
2393,0.15,0.55,0.1,0.15,0.05
2394,0.15,0.5,0.15,0.15,0.05
2395,0.15,0.45,0.2,0.15,0.05
2396,0.15,0.4,0.25,0.15,0.05
2397,0.15,0.35,0.3,0.15,0.05
2398,0.15,0.3,0.35,0.15,0.05
2399,0.15,0.25,0.4,0.15,0.05
2400,0.15,0.2,0.45,0.15,0.05
2401,0.15,0.15,0.5,0.15,0.05
2402,0.15,0.1,0.55,0.15,0.05
2403,0.15,0.05,0.6,0.15,0.05
2404,0.15,0.0,0.65,0.15,0.05
2405,0.2,0.6,0.0,0.15,0.05
2406,0.2,0.55,0.05,0.15,0.05
2407,0.2,0.5,0.1,0.15,0.05
2408,0.2,0.45,0.15,0.15,0.05
2409,0.2,0.4,0.2,0.15,0.05
2410,0.2,0.35,0.25,0.15,0.05
2411,0.2,0.3,0.3,0.15,0.05
2412,0.2,0.25,0.35,0.15,0.05
2413,0.2,0.2,0.4,0.15,0.05
2414,0.2,0.15,0.45,0.15,0.05
2415,0.2,0.1,0.5,0.15,0.05
2416,0.2,0.05,0.55,0.15,0.05
2417,0.2,0.0,0.6,0.15,0.05
2418,0.25,0.55,0.0,0.15,0.05
2419,0.25,0.5,0.05,0.15,0.05
2420,0.25,0.45,0.1,0.15,0.05
2421,0.25,0.4,0.15,0.15,0.05
2422,0.25,0.35,0.2,0.15,0.05
2423,0.25,0.3,0.25,0.15,0.05
2424,0.25,0.25,0.3,0.15,0.05
2425,0.25,0.2,0.35,0.15,0.05
2426,0.25,0.15,0.4,0.15,0.05
2427,0.25,0.1,0.45,0.15,0.05
2428,0.25,0.05,0.5,0.15,0.05
2429,0.25,0.0,0.55,0.15,0.05
2430,0.3,0.5,0.0,0.15,0.05
2431,0.3,0.45,0.05,0.15,0.05
2432,0.3,0.4,0.1,0.15,0.05
2433,0.3,0.35,0.15,0.15,0.05
2434,0.3,0.3,0.2,0.15,0.05
2435,0.3,0.25,0.25,0.15,0.05
2436,0.3,0.2,0.3,0.15,0.05
2437,0.3,0.15,0.35,0.15,0.05
