Asset Alloc.,ST,CB,PB,GO,CA
8953,0.25,0.05,0.25,0.05,0.4
8954,0.25,0.0,0.3,0.05,0.4
8955,0.3,0.25,0.0,0.05,0.4
8956,0.3,0.2,0.05,0.05,0.4
8957,0.3,0.15,0.1,0.05,0.4
8958,0.3,0.1,0.15,0.05,0.4
8959,0.3,0.05,0.2,0.05,0.4
8960,0.3,0.0,0.25,0.05,0.4
8961,0.35,0.2,0.0,0.05,0.4
8962,0.35,0.15,0.05,0.05,0.4
8963,0.35,0.1,0.1,0.05,0.4
8964,0.35,0.05,0.15,0.05,0.4
8965,0.35,0.0,0.2,0.05,0.4
8966,0.4,0.15,0.0,0.05,0.4
8967,0.4,0.1,0.05,0.05,0.4
8968,0.4,0.05,0.1,0.05,0.4
8969,0.4,0.0,0.15,0.05,0.4
8970,0.45,0.1,0.0,0.05,0.4
8971,0.45,0.05,0.05,0.05,0.4
8972,0.45,0.0,0.1,0.05,0.4
8973,0.5,0.05,0.0,0.05,0.4
8974,0.5,0.0,0.05,0.05,0.4
8975,0.55,0.0,0.0,0.05,0.4
8976,0.0,0.5,0.0,0.1,0.4
8977,0.0,0.45,0.05,0.1,0.4
8978,0.0,0.4,0.1,0.1,0.4
8979,0.0,0.35,0.15,0.1,0.4
8980,0.0,0.3,0.2,0.1,0.4
8981,0.0,0.25,0.25,0.1,0.4
8982,0.0,0.2,0.3,0.1,0.4
8983,0.0,0.15,0.35,0.1,0.4
8984,0.0,0.1,0.4,0.1,0.4
8985,0.0,0.05,0.45,0.1,0.4
8986,0.0,0.0,0.5,0.1,0.4
8987,0.05,0.45,0.0,0.1,0.4
8988,0.05,0.4,0.05,0.1,0.4
8989,0.05,0.35,0.1,0.1,0.4
8990,0.05,0.3,0.15,0.1,0.4
8991,0.05,0.25,0.2,0.1,0.4
8992,0.05,0.2,0.25,0.1,0.4
8993,0.05,0.15,0.3,0.1,0.4
8994,0.05,0.1,0.35,0.1,0.4
8995,0.05,0.05,0.4,0.1,0.4
8996,0.05,0.0,0.45,0.1,0.4
8997,0.1,0.4,0.0,0.1,0.4
8998,0.1,0.35,0.05,0.1,0.4
8999,0.1,0.3,0.1,0.1,0.4
9000,0.1,0.25,0.15,0.1,0.4
9001,0.1,0.2,0.2,0.1,0.4
9002,0.1,0.15,0.25,0.1,0.4
9003,0.1,0.1,0.3,0.1,0.4
9004,0.1,0.05,0.35,0.1,0.4
9005,0.1,0.0,0.4,0.1,0.4
9006,0.15,0.35,0.0,0.1,0.4
9007,0.15,0.3,0.05,0.1,0.4
9008,0.15,0.25,0.1,0.1,0.4
9009,0.15,0.2,0.15,0.1,0.4
9010,0.15,0.15,0.2,0.1,0.4
9011,0.15,0.1,0.25,0.1,0.4
9012,0.15,0.05,0.3,0.1,0.4
9013,0.15,0.0,0.35,0.1,0.4
9014,0.2,0.3,0.0,0.1,0.4
9015,0.2,0.25,0.05,0.1,0.4
9016,0.2,0.2,0.1,0.1,0.4
9017,0.2,0.15,0.15,0.1,0.4
9018,0.2,0.1,0.2,0.1,0.4
9019,0.2,0.05,0.25,0.1,0.4
9020,0.2,0.0,0.3,0.1,0.4
9021,0.25,0.25,0.0,0.1,0.4
9022,0.25,0.2,0.05,0.1,0.4
9023,0.25,0.15,0.1,0.1,0.4
9024,0.25,0.1,0.15,0.1,0.4
9025,0.25,0.05,0.2,0.1,0.4
9026,0.25,0.0,0.25,0.1,0.4
9027,0.3,0.2,0.0,0.1,0.4
9028,0.3,0.15,0.05,0.1,0.4
9029,0.3,0.1,0.1,0.1,0.4
9030,0.3,0.05,0.15,0.1,0.4
9031,0.3,0.0,0.2,0.1,0.4
9032,0.35,0.15,0.0,0.1,0.4
9033,0.35,0.1,0.05,0.1,0.4
9034,0.35,0.05,0.1,0.1,0.4
9035,0.35,0.0,0.15,0.1,0.4
9036,0.4,0.1,0.0,0.1,0.4
9037,0.4,0.05,0.05,0.1,0.4
9038,0.4,0.0,0.1,0.1,0.4
9039,0.45,0.05,0.0,0.1,0.4
9040,0.45,0.0,0.05,0.1,0.4
9041,0.5,0.0,0.0,0.1,0.4
9042,0.0,0.45,0.0,0.15,0.4
9043,0.0,0.4,0.05,0.15,0.4
9044,0.0,0.35,0.1,0.15,0.4
9045,0.0,0.3,0.15,0.15,0.4
9046,0.0,0.25,0.2,0.15,0.4
9047,0.0,0.2,0.25,0.15,0.4
9048,0.0,0.15,0.3,0.15,0.4
9049,0.0,0.1,0.35,0.15,0.4
9050,0.0,0.05,0.4,0.15,0.4
9051,0.0,0.0,0.45,0.15,0.4
9052,0.05,0.4,0.0,0.15,0.4
9053,0.05,0.35,0.05,0.15,0.4
9054,0.05,0.3,0.1,0.15,0.4
9055,0.05,0.25,0.15,0.15,0.4
9056,0.05,0.2,0.2,0.15,0.4
9057,0.05,0.15,0.25,0.15,0.4
9058,0.05,0.1,0.3,0.15,0.4
9059,0.05,0.05,0.35,0.15,0.4
9060,0.05,0.0,0.4,0.15,0.4
9061,0.1,0.35,0.0,0.15,0.4
9062,0.1,0.3,0.05,0.15,0.4
9063,0.1,0.25,0.1,0.15,0.4
9064,0.1,0.2,0.15,0.15,0.4
9065,0.1,0.15,0.2,0.15,0.4
9066,0.1,0.1,0.25,0.15,0.4
9067,0.1,0.05,0.3,0.15,0.4
9068,0.1,0.0,0.35,0.15,0.4
9069,0.15,0.3,0.0,0.15,0.4
9070,0.15,0.25,0.05,0.15,0.4
9071,0.15,0.2,0.1,0.15,0.4
9072,0.15,0.15,0.15,0.15,0.4
9073,0.15,0.1,0.2,0.15,0.4
9074,0.15,0.05,0.25,0.15,0.4
9075,0.15,0.0,0.3,0.15,0.4
9076,0.2,0.25,0.0,0.15,0.4
9077,0.2,0.2,0.05,0.15,0.4
9078,0.2,0.15,0.1,0.15,0.4
9079,0.2,0.1,0.15,0.15,0.4
9080,0.2,0.05,0.2,0.15,0.4
9081,0.2,0.0,0.25,0.15,0.4
9082,0.25,0.2,0.0,0.15,0.4
9083,0.25,0.15,0.05,0.15,0.4
9084,0.25,0.1,0.1,0.15,0.4
9085,0.25,0.05,0.15,0.15,0.4
9086,0.25,0.0,0.2,0.15,0.4
9087,0.3,0.15,0.0,0.15,0.4
9088,0.3,0.1,0.05,0.15,0.4
9089,0.3,0.05,0.1,0.15,0.4
9090,0.3,0.0,0.15,0.15,0.4
9091,0.35,0.1,0.0,0.15,0.4
9092,0.35,0.05,0.05,0.15,0.4
9093,0.35,0.0,0.1,0.15,0.4
9094,0.4,0.05,0.0,0.15,0.4
9095,0.4,0.0,0.05,0.15,0.4
9096,0.45,0.0,0.0,0.15,0.4
9097,0.0,0.4,0.0,0.2,0.4
9098,0.0,0.35,0.05,0.2,0.4
9099,0.0,0.3,0.1,0.2,0.4
9100,0.0,0.25,0.15,0.2,0.4
9101,0.0,0.2,0.2,0.2,0.4
9102,0.0,0.15,0.25,0.2,0.4
9103,0.0,0.1,0.3,0.2,0.4
9104,0.0,0.05,0.35,0.2,0.4
9105,0.0,0.0,0.4,0.2,0.4
9106,0.05,0.35,0.0,0.2,0.4
9107,0.05,0.3,0.05,0.2,0.4
9108,0.05,0.25,0.1,0.2,0.4
9109,0.05,0.2,0.15,0.2,0.4
9110,0.05,0.15,0.2,0.2,0.4
9111,0.05,0.1,0.25,0.2,0.4
9112,0.05,0.05,0.3,0.2,0.4
9113,0.05,0.0,0.35,0.2,0.4
9114,0.1,0.3,0.0,0.2,0.4
9115,0.1,0.25,0.05,0.2,0.4
9116,0.1,0.2,0.1,0.2,0.4
9117,0.1,0.15,0.15,0.2,0.4
9118,0.1,0.1,0.2,0.2,0.4
9119,0.1,0.05,0.25,0.2,0.4
9120,0.1,0.0,0.3,0.2,0.4
9121,0.15,0.25,0.0,0.2,0.4
9122,0.15,0.2,0.05,0.2,0.4
9123,0.15,0.15,0.1,0.2,0.4
9124,0.15,0.1,0.15,0.2,0.4
9125,0.15,0.05,0.2,0.2,0.4
9126,0.15,0.0,0.25,0.2,0.4
9127,0.2,0.2,0.0,0.2,0.4
9128,0.2,0.15,0.05,0.2,0.4
9129,0.2,0.1,0.1,0.2,0.4
9130,0.2,0.05,0.15,0.2,0.4
9131,0.2,0.0,0.2,0.2,0.4
9132,0.25,0.15,0.0,0.2,0.4
9133,0.25,0.1,0.05,0.2,0.4
9134,0.25,0.05,0.1,0.2,0.4
9135,0.25,0.0,0.15,0.2,0.4
9136,0.3,0.1,0.0,0.2,0.4
9137,0.3,0.05,0.05,0.2,0.4
9138,0.3,0.0,0.1,0.2,0.4
9139,0.35,0.05,0.0,0.2,0.4
9140,0.35,0.0,0.05,0.2,0.4
9141,0.4,0.0,0.0,0.2,0.4
9142,0.0,0.35,0.0,0.25,0.4
9143,0.0,0.3,0.05,0.25,0.4
9144,0.0,0.25,0.1,0.25,0.4
9145,0.0,0.2,0.15,0.25,0.4
9146,0.0,0.15,0.2,0.25,0.4
9147,0.0,0.1,0.25,0.25,0.4
9148,0.0,0.05,0.3,0.25,0.4
9149,0.0,0.0,0.35,0.25,0.4
9150,0.05,0.3,0.0,0.25,0.4
9151,0.05,0.25,0.05,0.25,0.4
9152,0.05,0.2,0.1,0.25,0.4
9153,0.05,0.15,0.15,0.25,0.4
9154,0.05,0.1,0.2,0.25,0.4
9155,0.05,0.05,0.25,0.25,0.4
9156,0.05,0.0,0.3,0.25,0.4
9157,0.1,0.25,0.0,0.25,0.4
9158,0.1,0.2,0.05,0.25,0.4
9159,0.1,0.15,0.1,0.25,0.4
9160,0.1,0.1,0.15,0.25,0.4
9161,0.1,0.05,0.2,0.25,0.4
9162,0.1,0.0,0.25,0.25,0.4
9163,0.15,0.2,0.0,0.25,0.4
9164,0.15,0.15,0.05,0.25,0.4
9165,0.15,0.1,0.1,0.25,0.4
9166,0.15,0.05,0.15,0.25,0.4
9167,0.15,0.0,0.2,0.25,0.4
9168,0.2,0.15,0.0,0.25,0.4
9169,0.2,0.1,0.05,0.25,0.4
9170,0.2,0.05,0.1,0.25,0.4
9171,0.2,0.0,0.15,0.25,0.4
9172,0.25,0.1,0.0,0.25,0.4
9173,0.25,0.05,0.05,0.25,0.4
9174,0.25,0.0,0.1,0.25,0.4
9175,0.3,0.05,0.0,0.25,0.4
9176,0.3,0.0,0.05,0.25,0.4
9177,0.35,0.0,0.0,0.25,0.4
9178,0.0,0.3,0.0,0.3,0.4
9179,0.0,0.25,0.05,0.3,0.4
9180,0.0,0.2,0.1,0.3,0.4
9181,0.0,0.15,0.15,0.3,0.4
9182,0.0,0.1,0.2,0.3,0.4
9183,0.0,0.05,0.25,0.3,0.4
9184,0.0,0.0,0.3,0.3,0.4
9185,0.05,0.25,0.0,0.3,0.4
9186,0.05,0.2,0.05,0.3,0.4
9187,0.05,0.15,0.1,0.3,0.4
9188,0.05,0.1,0.15,0.3,0.4
9189,0.05,0.05,0.2,0.3,0.4
9190,0.05,0.0,0.25,0.3,0.4
9191,0.1,0.2,0.0,0.3,0.4
9192,0.1,0.15,0.05,0.3,0.4
9193,0.1,0.1,0.1,0.3,0.4
9194,0.1,0.05,0.15,0.3,0.4
9195,0.1,0.0,0.2,0.3,0.4
9196,0.15,0.15,0.0,0.3,0.4
9197,0.15,0.1,0.05,0.3,0.4
9198,0.15,0.05,0.1,0.3,0.4
9199,0.15,0.0,0.15,0.3,0.4
9200,0.2,0.1,0.0,0.3,0.4
9201,0.2,0.05,0.05,0.3,0.4
9202,0.2,0.0,0.1,0.3,0.4
9203,0.25,0.05,0.0,0.3,0.4
9204,0.25,0.0,0.05,0.3,0.4
9205,0.3,0.0,0.0,0.3,0.4
9206,0.0,0.25,0.0,0.35,0.4
9207,0.0,0.2,0.05,0.35,0.4
9208,0.0,0.15,0.1,0.35,0.4
9209,0.0,0.1,0.15,0.35,0.4
9210,0.0,0.05,0.2,0.35,0.4
9211,0.0,0.0,0.25,0.35,0.4
9212,0.05,0.2,0.0,0.35,0.4
9213,0.05,0.15,0.05,0.35,0.4
9214,0.05,0.1,0.1,0.35,0.4
9215,0.05,0.05,0.15,0.35,0.4
9216,0.05,0.0,0.2,0.35,0.4
9217,0.1,0.15,0.0,0.35,0.4
9218,0.1,0.1,0.05,0.35,0.4
9219,0.1,0.05,0.1,0.35,0.4
9220,0.1,0.0,0.15,0.35,0.4
9221,0.15,0.1,0.0,0.35,0.4
9222,0.15,0.05,0.05,0.35,0.4
9223,0.15,0.0,0.1,0.35,0.4
9224,0.2,0.05,0.0,0.35,0.4
9225,0.2,0.0,0.05,0.35,0.4
9226,0.25,0.0,0.0,0.35,0.4
9227,0.0,0.2,0.0,0.4,0.4
9228,0.0,0.15,0.05,0.4,0.4
9229,0.0,0.1,0.1,0.4,0.4
9230,0.0,0.05,0.15,0.4,0.4
9231,0.0,0.0,0.2,0.4,0.4
9232,0.05,0.15,0.0,0.4,0.4
9233,0.05,0.1,0.05,0.4,0.4
9234,0.05,0.05,0.1,0.4,0.4
9235,0.05,0.0,0.15,0.4,0.4
9236,0.1,0.1,0.0,0.4,0.4
9237,0.1,0.05,0.05,0.4,0.4
9238,0.1,0.0,0.1,0.4,0.4
9239,0.15,0.05,0.0,0.4,0.4
9240,0.15,0.0,0.05,0.4,0.4
9241,0.2,0.0,0.0,0.4,0.4
9242,0.0,0.15,0.0,0.45,0.4
9243,0.0,0.1,0.05,0.45,0.4
9244,0.0,0.05,0.1,0.45,0.4
9245,0.0,0.0,0.15,0.45,0.4
9246,0.05,0.1,0.0,0.45,0.4
9247,0.05,0.05,0.05,0.45,0.4
9248,0.05,0.0,0.1,0.45,0.4
9249,0.1,0.05,0.0,0.45,0.4
9250,0.1,0.0,0.05,0.45,0.4
9251,0.15,0.0,0.0,0.45,0.4
9252,0.0,0.1,0.0,0.5,0.4
9253,0.0,0.05,0.05,0.5,0.4
9254,0.0,0.0,0.1,0.5,0.4
9255,0.05,0.05,0.0,0.5,0.4
9256,0.05,0.0,0.05,0.5,0.4
9257,0.1,0.0,0.0,0.5,0.4
9258,0.0,0.05,0.0,0.55,0.4
9259,0.0,0.0,0.05,0.55,0.4
9260,0.05,0.0,0.0,0.55,0.4
9261,0.0,0.0,0.0,0.6,0.4
9262,0.0,0.55,0.0,0.0,0.45
9263,0.0,0.5,0.05,0.0,0.45
9264,0.0,0.45,0.1,0.0,0.45
9265,0.0,0.4,0.15,0.0,0.45
9266,0.0,0.35,0.2,0.0,0.45
9267,0.0,0.3,0.25,0.0,0.45
9268,0.0,0.25,0.3,0.0,0.45
9269,0.0,0.2,0.35,0.0,0.45
9270,0.0,0.15,0.4,0.0,0.45
9271,0.0,0.1,0.45,0.0,0.45
9272,0.0,0.05,0.5,0.0,0.45
9273,0.0,0.0,0.55,0.0,0.45
9274,0.05,0.5,0.0,0.0,0.45
9275,0.05,0.45,0.05,0.0,0.45
9276,0.05,0.4,0.1,0.0,0.45
9277,0.05,0.35,0.15,0.0,0.45
9278,0.05,0.3,0.2,0.0,0.45
9279,0.05,0.25,0.25,0.0,0.45
9280,0.05,0.2,0.3,0.0,0.45
9281,0.05,0.15,0.35,0.0,0.45
9282,0.05,0.1,0.4,0.0,0.45
9283,0.05,0.05,0.45,0.0,0.45
9284,0.05,0.0,0.5,0.0,0.45
9285,0.1,0.45,0.0,0.0,0.45
9286,0.1,0.4,0.05,0.0,0.45
9287,0.1,0.35,0.1,0.0,0.45
9288,0.1,0.3,0.15,0.0,0.45
9289,0.1,0.25,0.2,0.0,0.45
9290,0.1,0.2,0.25,0.0,0.45
9291,0.1,0.15,0.3,0.0,0.45
9292,0.1,0.1,0.35,0.0,0.45
9293,0.1,0.05,0.4,0.0,0.45
9294,0.1,0.0,0.45,0.0,0.45
9295,0.15,0.4,0.0,0.0,0.45
9296,0.15,0.35,0.05,0.0,0.45
9297,0.15,0.3,0.1,0.0,0.45
9298,0.15,0.25,0.15,0.0,0.45
9299,0.15,0.2,0.2,0.0,0.45
9300,0.15,0.15,0.25,0.0,0.45
9301,0.15,0.1,0.3,0.0,0.45
9302,0.15,0.05,0.35,0.0,0.45
9303,0.15,0.0,0.4,0.0,0.45
9304,0.2,0.35,0.0,0.0,0.45
9305,0.2,0.3,0.05,0.0,0.45
9306,0.2,0.25,0.1,0.0,0.45
9307,0.2,0.2,0.15,0.0,0.45
9308,0.2,0.15,0.2,0.0,0.45
9309,0.2,0.1,0.25,0.0,0.45
9310,0.2,0.05,0.3,0.0,0.45
9311,0.2,0.0,0.35,0.0,0.45
9312,0.25,0.3,0.0,0.0,0.45
9313,0.25,0.25,0.05,0.0,0.45
9314,0.25,0.2,0.1,0.0,0.45
9315,0.25,0.15,0.15,0.0,0.45
9316,0.25,0.1,0.2,0.0,0.45
9317,0.25,0.05,0.25,0.0,0.45
9318,0.25,0.0,0.3,0.0,0.45
9319,0.3,0.25,0.0,0.0,0.45
9320,0.3,0.2,0.05,0.0,0.45
9321,0.3,0.15,0.1,0.0,0.45
9322,0.3,0.1,0.15,0.0,0.45
9323,0.3,0.05,0.2,0.0,0.45
9324,0.3,0.0,0.25,0.0,0.45
9325,0.35,0.2,0.0,0.0,0.45
9326,0.35,0.15,0.05,0.0,0.45
9327,0.35,0.1,0.1,0.0,0.45
9328,0.35,0.05,0.15,0.0,0.45
9329,0.35,0.0,0.2,0.0,0.45
9330,0.4,0.15,0.0,0.0,0.45
9331,0.4,0.1,0.05,0.0,0.45
9332,0.4,0.05,0.1,0.0,0.45
9333,0.4,0.0,0.15,0.0,0.45
9334,0.45,0.1,0.0,0.0,0.45
9335,0.45,0.05,0.05,0.0,0.45
9336,0.45,0.0,0.1,0.0,0.45
9337,0.5,0.05,0.0,0.0,0.45
9338,0.5,0.0,0.05,0.0,0.45
9339,0.55,0.0,0.0,0.0,0.45
9340,0.0,0.5,0.0,0.05,0.45
9341,0.0,0.45,0.05,0.05,0.45
9342,0.0,0.4,0.1,0.05,0.45
9343,0.0,0.35,0.15,0.05,0.45
9344,0.0,0.3,0.2,0.05,0.45
9345,0.0,0.25,0.25,0.05,0.45
9346,0.0,0.2,0.3,0.05,0.45
9347,0.0,0.15,0.35,0.05,0.45
9348,0.0,0.1,0.4,0.05,0.45
9349,0.0,0.05,0.45,0.05,0.45
9350,0.0,0.0,0.5,0.05,0.45
9351,0.05,0.45,0.0,0.05,0.45
9352,0.05,0.4,0.05,0.05,0.45
9353,0.05,0.35,0.1,0.05,0.45
9354,0.05,0.3,0.15,0.05,0.45
9355,0.05,0.25,0.2,0.05,0.45
9356,0.05,0.2,0.25,0.05,0.45
9357,0.05,0.15,0.3,0.05,0.45
9358,0.05,0.1,0.35,0.05,0.45
9359,0.05,0.05,0.4,0.05,0.45
9360,0.05,0.0,0.45,0.05,0.45
9361,0.1,0.4,0.0,0.05,0.45
9362,0.1,0.35,0.05,0.05,0.45
9363,0.1,0.3,0.1,0.05,0.45
9364,0.1,0.25,0.15,0.05,0.45
9365,0.1,0.2,0.2,0.05,0.45
9366,0.1,0.15,0.25,0.05,0.45
9367,0.1,0.1,0.3,0.05,0.45
9368,0.1,0.05,0.35,0.05,0.45
9369,0.1,0.0,0.4,0.05,0.45
9370,0.15,0.35,0.0,0.05,0.45
9371,0.15,0.3,0.05,0.05,0.45
9372,0.15,0.25,0.1,0.05,0.45
9373,0.15,0.2,0.15,0.05,0.45
9374,0.15,0.15,0.2,0.05,0.45
9375,0.15,0.1,0.25,0.05,0.45
9376,0.15,0.05,0.3,0.05,0.45
9377,0.15,0.0,0.35,0.05,0.45
9378,0.2,0.3,0.0,0.05,0.45
9379,0.2,0.25,0.05,0.05,0.45
9380,0.2,0.2,0.1,0.05,0.45
9381,0.2,0.15,0.15,0.05,0.45
9382,0.2,0.1,0.2,0.05,0.45
9383,0.2,0.05,0.25,0.05,0.45
9384,0.2,0.0,0.3,0.05,0.45
9385,0.25,0.25,0.0,0.05,0.45
9386,0.25,0.2,0.05,0.05,0.45
9387,0.25,0.15,0.1,0.05,0.45
9388,0.25,0.1,0.15,0.05,0.45
9389,0.25,0.05,0.2,0.05,0.45
9390,0.25,0.0,0.25,0.05,0.45
9391,0.3,0.2,0.0,0.05,0.45
9392,0.3,0.15,0.05,0.05,0.45
9393,0.3,0.1,0.1,0.05,0.45
9394,0.3,0.05,0.15,0.05,0.45
9395,0.3,0.0,0.2,0.05,0.45
9396,0.35,0.15,0.0,0.05,0.45
9397,0.35,0.1,0.05,0.05,0.45
9398,0.35,0.05,0.1,0.05,0.45
9399,0.35,0.0,0.15,0.05,0.45
9400,0.4,0.1,0.0,0.05,0.45
9401,0.4,0.05,0.05,0.05,0.45
9402,0.4,0.0,0.1,0.05,0.45
9403,0.45,0.05,0.0,0.05,0.45
9404,0.45,0.0,0.05,0.05,0.45
9405,0.5,0.0,0.0,0.05,0.45
9406,0.0,0.45,0.0,0.1,0.45
9407,0.0,0.4,0.05,0.1,0.45
9408,0.0,0.35,0.1,0.1,0.45
9409,0.0,0.3,0.15,0.1,0.45
9410,0.0,0.25,0.2,0.1,0.45
9411,0.0,0.2,0.25,0.1,0.45
9412,0.0,0.15,0.3,0.1,0.45
9413,0.0,0.1,0.35,0.1,0.45
9414,0.0,0.05,0.4,0.1,0.45
9415,0.0,0.0,0.45,0.1,0.45
9416,0.05,0.4,0.0,0.1,0.45
9417,0.05,0.35,0.05,0.1,0.45
9418,0.05,0.3,0.1,0.1,0.45
9419,0.05,0.25,0.15,0.1,0.45
9420,0.05,0.2,0.2,0.1,0.45
9421,0.05,0.15,0.25,0.1,0.45
9422,0.05,0.1,0.3,0.1,0.45
9423,0.05,0.05,0.35,0.1,0.45
9424,0.05,0.0,0.4,0.1,0.45
9425,0.1,0.35,0.0,0.1,0.45
9426,0.1,0.3,0.05,0.1,0.45
9427,0.1,0.25,0.1,0.1,0.45
9428,0.1,0.2,0.15,0.1,0.45
9429,0.1,0.15,0.2,0.1,0.45
9430,0.1,0.1,0.25,0.1,0.45
9431,0.1,0.05,0.3,0.1,0.45
9432,0.1,0.0,0.35,0.1,0.45
9433,0.15,0.3,0.0,0.1,0.45
9434,0.15,0.25,0.05,0.1,0.45
9435,0.15,0.2,0.1,0.1,0.45
9436,0.15,0.15,0.15,0.1,0.45
9437,0.15,0.1,0.2,0.1,0.45
9438,0.15,0.05,0.25,0.1,0.45
9439,0.15,0.0,0.3,0.1,0.45
9440,0.2,0.25,0.0,0.1,0.45
9441,0.2,0.2,0.05,0.1,0.45
9442,0.2,0.15,0.1,0.1,0.45
9443,0.2,0.1,0.15,0.1,0.45
9444,0.2,0.05,0.2,0.1,0.45
9445,0.2,0.0,0.25,0.1,0.45
9446,0.25,0.2,0.0,0.1,0.45
9447,0.25,0.15,0.05,0.1,0.45
9448,0.25,0.1,0.1,0.1,0.45
9449,0.25,0.05,0.15,0.1,0.45
9450,0.25,0.0,0.2,0.1,0.45
9451,0.3,0.15,0.0,0.1,0.45
9452,0.3,0.1,0.05,0.1,0.45
9453,0.3,0.05,0.1,0.1,0.45
9454,0.3,0.0,0.15,0.1,0.45
9455,0.35,0.1,0.0,0.1,0.45
9456,0.35,0.05,0.05,0.1,0.45
9457,0.35,0.0,0.1,0.1,0.45
9458,0.4,0.05,0.0,0.1,0.45
9459,0.4,0.0,0.05,0.1,0.45
9460,0.45,0.0,0.0,0.1,0.45
9461,0.0,0.4,0.0,0.15,0.45
9462,0.0,0.35,0.05,0.15,0.45
9463,0.0,0.3,0.1,0.15,0.45
9464,0.0,0.25,0.15,0.15,0.45
9465,0.0,0.2,0.2,0.15,0.45
9466,0.0,0.15,0.25,0.15,0.45
9467,0.0,0.1,0.3,0.15,0.45
9468,0.0,0.05,0.35,0.15,0.45
9469,0.0,0.0,0.4,0.15,0.45
9470,0.05,0.35,0.0,0.15,0.45
9471,0.05,0.3,0.05,0.15,0.45
9472,0.05,0.25,0.1,0.15,0.45
9473,0.05,0.2,0.15,0.15,0.45
9474,0.05,0.15,0.2,0.15,0.45
9475,0.05,0.1,0.25,0.15,0.45
9476,0.05,0.05,0.3,0.15,0.45
9477,0.05,0.0,0.35,0.15,0.45
9478,0.1,0.3,0.0,0.15,0.45
9479,0.1,0.25,0.05,0.15,0.45
9480,0.1,0.2,0.1,0.15,0.45
9481,0.1,0.15,0.15,0.15,0.45
9482,0.1,0.1,0.2,0.15,0.45
9483,0.1,0.05,0.25,0.15,0.45
9484,0.1,0.0,0.3,0.15,0.45
9485,0.15,0.25,0.0,0.15,0.45
9486,0.15,0.2,0.05,0.15,0.45
9487,0.15,0.15,0.1,0.15,0.45
9488,0.15,0.1,0.15,0.15,0.45
9489,0.15,0.05,0.2,0.15,0.45
9490,0.15,0.0,0.25,0.15,0.45
9491,0.2,0.2,0.0,0.15,0.45
9492,0.2,0.15,0.05,0.15,0.45
9493,0.2,0.1,0.1,0.15,0.45
9494,0.2,0.05,0.15,0.15,0.45
9495,0.2,0.0,0.2,0.15,0.45
9496,0.25,0.15,0.0,0.15,0.45
9497,0.25,0.1,0.05,0.15,0.45
9498,0.25,0.05,0.1,0.15,0.45
9499,0.25,0.0,0.15,0.15,0.45
9500,0.3,0.1,0.0,0.15,0.45
9501,0.3,0.05,0.05,0.15,0.45
9502,0.3,0.0,0.1,0.15,0.45
9503,0.35,0.05,0.0,0.15,0.45
9504,0.35,0.0,0.05,0.15,0.45
9505,0.4,0.0,0.0,0.15,0.45
9506,0.0,0.35,0.0,0.2,0.45
9507,0.0,0.3,0.05,0.2,0.45
9508,0.0,0.25,0.1,0.2,0.45
9509,0.0,0.2,0.15,0.2,0.45
9510,0.0,0.15,0.2,0.2,0.45
9511,0.0,0.1,0.25,0.2,0.45
9512,0.0,0.05,0.3,0.2,0.45
9513,0.0,0.0,0.35,0.2,0.45
9514,0.05,0.3,0.0,0.2,0.45
9515,0.05,0.25,0.05,0.2,0.45
9516,0.05,0.2,0.1,0.2,0.45
9517,0.05,0.15,0.15,0.2,0.45
9518,0.05,0.1,0.2,0.2,0.45
9519,0.05,0.05,0.25,0.2,0.45
9520,0.05,0.0,0.3,0.2,0.45
9521,0.1,0.25,0.0,0.2,0.45
9522,0.1,0.2,0.05,0.2,0.45
9523,0.1,0.15,0.1,0.2,0.45
9524,0.1,0.1,0.15,0.2,0.45
9525,0.1,0.05,0.2,0.2,0.45
9526,0.1,0.0,0.25,0.2,0.45
9527,0.15,0.2,0.0,0.2,0.45
9528,0.15,0.15,0.05,0.2,0.45
9529,0.15,0.1,0.1,0.2,0.45
9530,0.15,0.05,0.15,0.2,0.45
9531,0.15,0.0,0.2,0.2,0.45
9532,0.2,0.15,0.0,0.2,0.45
9533,0.2,0.1,0.05,0.2,0.45
9534,0.2,0.05,0.1,0.2,0.45
9535,0.2,0.0,0.15,0.2,0.45
9536,0.25,0.1,0.0,0.2,0.45
9537,0.25,0.05,0.05,0.2,0.45
9538,0.25,0.0,0.1,0.2,0.45
9539,0.3,0.05,0.0,0.2,0.45
9540,0.3,0.0,0.05,0.2,0.45
9541,0.35,0.0,0.0,0.2,0.45
9542,0.0,0.3,0.0,0.25,0.45
9543,0.0,0.25,0.05,0.25,0.45
9544,0.0,0.2,0.1,0.25,0.45
9545,0.0,0.15,0.15,0.25,0.45
9546,0.0,0.1,0.2,0.25,0.45
9547,0.0,0.05,0.25,0.25,0.45
9548,0.0,0.0,0.3,0.25,0.45
9549,0.05,0.25,0.0,0.25,0.45
9550,0.05,0.2,0.05,0.25,0.45
9551,0.05,0.15,0.1,0.25,0.45
9552,0.05,0.1,0.15,0.25,0.45
9553,0.05,0.05,0.2,0.25,0.45
9554,0.05,0.0,0.25,0.25,0.45
9555,0.1,0.2,0.0,0.25,0.45
9556,0.1,0.15,0.05,0.25,0.45
9557,0.1,0.1,0.1,0.25,0.45
9558,0.1,0.05,0.15,0.25,0.45
9559,0.1,0.0,0.2,0.25,0.45
